state,district,date_x,lifecycle_friction_score,Lifecycle_Friction,date_y,udr,udr_level,Next_Month_Demand,recommended_action
Madhya Pradesh,Khandwa,2025-07-31,8.294825511432009,High,2025-05-31,107.6923076923077,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-07-31,8.294825511432009,High,2025-07-31,14.406738868832733,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-07-31,8.294825511432009,High,2025-09-30,4.343777976723366,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-07-31,8.294825511432009,High,2025-10-31,0.5288461538461539,Medium Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-09-30,2.4619516562220234,High,2025-04-30,20.28095238095238,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-09-30,2.4619516562220234,High,2025-05-31,107.6923076923077,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-09-30,2.4619516562220234,High,2025-07-31,14.406738868832733,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-09-30,2.4619516562220234,High,2025-09-30,4.343777976723366,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-09-30,2.4619516562220234,High,2025-10-31,0.5288461538461539,Medium Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-10-31,0.2115384615384615,High,2025-04-30,20.28095238095238,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-10-31,0.2115384615384615,High,2025-05-31,107.6923076923077,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-10-31,0.2115384615384615,High,2025-07-31,14.406738868832733,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-10-31,0.2115384615384615,High,2025-09-30,4.343777976723366,High Dependency,Low Demand,No action required
Madhya Pradesh,Khandwa,2025-10-31,0.2115384615384615,High,2025-10-31,0.5288461538461539,Medium Dependency,Low Demand,No action required
Madhya Pradesh,Khargone,2025-04-30,16.062032085561498,High,2025-04-30,26.77005347593583,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-04-30,16.062032085561498,High,2025-05-31,54.42857142857143,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-04-30,16.062032085561498,High,2025-06-30,46.20722433460076,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-04-30,16.062032085561498,High,2025-07-31,7.473962743437765,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-04-30,16.062032085561498,High,2025-09-30,4.77135231316726,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-04-30,16.062032085561498,High,2025-10-31,0.7115384615384616,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-05-31,31.67142857142857,High,2025-04-30,26.77005347593583,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-05-31,31.67142857142857,High,2025-05-31,54.42857142857143,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-05-31,31.67142857142857,High,2025-06-30,46.20722433460076,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-05-31,31.67142857142857,High,2025-07-31,7.473962743437765,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-05-31,31.67142857142857,High,2025-09-30,4.77135231316726,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-05-31,31.67142857142857,High,2025-10-31,0.7115384615384616,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-06-30,27.724334600760454,High,2025-04-30,26.77005347593583,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-06-30,27.724334600760454,High,2025-05-31,54.42857142857143,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-06-30,27.724334600760454,High,2025-06-30,46.20722433460076,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-06-30,27.724334600760454,High,2025-07-31,7.473962743437765,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-06-30,27.724334600760454,High,2025-09-30,4.77135231316726,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-06-30,27.724334600760454,High,2025-10-31,0.7115384615384616,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-07-31,4.425740897544454,High,2025-04-30,26.77005347593583,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-07-31,4.425740897544454,High,2025-05-31,54.42857142857143,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-07-31,4.425740897544454,High,2025-06-30,46.20722433460076,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-07-31,4.425740897544454,High,2025-07-31,7.473962743437765,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-07-31,4.425740897544454,High,2025-09-30,4.77135231316726,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-07-31,4.425740897544454,High,2025-10-31,0.7115384615384616,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-09-30,2.704329774614472,High,2025-04-30,26.77005347593583,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-09-30,2.704329774614472,High,2025-05-31,54.42857142857143,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-09-30,2.704329774614472,High,2025-06-30,46.20722433460076,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-09-30,2.704329774614472,High,2025-07-31,7.473962743437765,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-09-30,2.704329774614472,High,2025-09-30,4.77135231316726,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-09-30,2.704329774614472,High,2025-10-31,0.7115384615384616,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-10-31,0.2846153846153846,High,2025-04-30,26.77005347593583,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-10-31,0.2846153846153846,High,2025-05-31,54.42857142857143,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-10-31,0.2846153846153846,High,2025-06-30,46.20722433460076,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-10-31,0.2846153846153846,High,2025-07-31,7.473962743437765,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-10-31,0.2846153846153846,High,2025-09-30,4.77135231316726,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Khargone,2025-10-31,0.2846153846153846,High,2025-10-31,0.7115384615384616,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Maihar,2025-09-30,1.893846153846154,High,2025-09-30,3.892307692307692,High Dependency,Low Demand,No action required
Madhya Pradesh,Maihar,2025-09-30,1.893846153846154,High,2025-10-31,2.595238095238096,High Dependency,Low Demand,No action required
Madhya Pradesh,Maihar,2025-10-31,1.0380952380952382,High,2025-09-30,3.892307692307692,High Dependency,Low Demand,No action required
Madhya Pradesh,Maihar,2025-10-31,1.0380952380952382,High,2025-10-31,2.595238095238096,High Dependency,Low Demand,No action required
Madhya Pradesh,Mandla,2025-09-30,2.2708127208480566,High,2025-09-30,4.276325088339223,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Mandla,2025-09-30,2.2708127208480566,High,2025-10-31,1.0058027079303675,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Mandla,2025-10-31,0.402321083172147,High,2025-09-30,4.276325088339223,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Mandla,2025-10-31,0.402321083172147,High,2025-10-31,1.0058027079303675,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Mandsaur,2025-09-30,2.530699412706887,High,2025-09-30,4.587827015483182,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Mandsaur,2025-09-30,2.530699412706887,High,2025-10-31,0.6888888888888889,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Mandsaur,2025-10-31,0.2755555555555555,High,2025-09-30,4.587827015483182,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Mandsaur,2025-10-31,0.2755555555555555,High,2025-10-31,0.6888888888888889,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Mauganj,2025-09-30,1.868456375838926,High,2025-09-30,3.738255033557047,High Dependency,Low Demand,No action required
Madhya Pradesh,Mauganj,2025-09-30,1.868456375838926,High,2025-10-31,1.78125,High Dependency,Low Demand,No action required
Madhya Pradesh,Mauganj,2025-10-31,0.7125,High,2025-09-30,3.738255033557047,High Dependency,Low Demand,No action required
Madhya Pradesh,Mauganj,2025-10-31,0.7125,High,2025-10-31,1.78125,High Dependency,Low Demand,No action required
Madhya Pradesh,Morena,2025-04-30,8.54030612244898,High,2025-04-30,14.9375,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-04-30,8.54030612244898,High,2025-05-31,22.327392120075046,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-04-30,8.54030612244898,High,2025-06-30,10.714411635081534,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-04-30,8.54030612244898,High,2025-07-31,4.770953400296394,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-04-30,8.54030612244898,High,2025-09-30,3.8314855875831486,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-04-30,8.54030612244898,High,2025-10-31,1.4746136865342163,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-05-31,12.77279549718574,High,2025-04-30,14.9375,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-05-31,12.77279549718574,High,2025-05-31,22.327392120075046,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-05-31,12.77279549718574,High,2025-06-30,10.714411635081534,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-05-31,12.77279549718574,High,2025-07-31,4.770953400296394,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-05-31,12.77279549718574,High,2025-09-30,3.8314855875831486,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-05-31,12.77279549718574,High,2025-10-31,1.4746136865342163,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-06-30,6.42864698104892,High,2025-04-30,14.9375,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-06-30,6.42864698104892,High,2025-05-31,22.327392120075046,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-06-30,6.42864698104892,High,2025-06-30,10.714411635081534,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-06-30,6.42864698104892,High,2025-07-31,4.770953400296394,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-06-30,6.42864698104892,High,2025-09-30,3.8314855875831486,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-06-30,6.42864698104892,High,2025-10-31,1.4746136865342163,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-07-31,2.64001317306109,High,2025-04-30,14.9375,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-07-31,2.64001317306109,High,2025-05-31,22.327392120075046,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-07-31,2.64001317306109,High,2025-06-30,10.714411635081534,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-07-31,2.64001317306109,High,2025-07-31,4.770953400296394,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-07-31,2.64001317306109,High,2025-09-30,3.8314855875831486,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-07-31,2.64001317306109,High,2025-10-31,1.4746136865342163,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-09-30,2.038359201773836,High,2025-04-30,14.9375,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-09-30,2.038359201773836,High,2025-05-31,22.327392120075046,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-09-30,2.038359201773836,High,2025-06-30,10.714411635081534,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-09-30,2.038359201773836,High,2025-07-31,4.770953400296394,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-09-30,2.038359201773836,High,2025-09-30,3.8314855875831486,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-09-30,2.038359201773836,High,2025-10-31,1.4746136865342163,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-10-31,0.5898454746136865,High,2025-04-30,14.9375,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-10-31,0.5898454746136865,High,2025-05-31,22.327392120075046,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-10-31,0.5898454746136865,High,2025-06-30,10.714411635081534,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-10-31,0.5898454746136865,High,2025-07-31,4.770953400296394,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-10-31,0.5898454746136865,High,2025-09-30,3.8314855875831486,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Morena,2025-10-31,0.5898454746136865,High,2025-10-31,1.4746136865342163,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Narmadapuram,2025-09-30,1.5194139194139196,High,2025-09-30,2.93040293040293,High Dependency,Low Demand,No action required
Madhya Pradesh,Narmadapuram,2025-09-30,1.5194139194139196,High,2025-10-31,2.25,High Dependency,Low Demand,No action required
Madhya Pradesh,Narmadapuram,2025-10-31,0.9,High,2025-09-30,2.93040293040293,High Dependency,Low Demand,No action required
Madhya Pradesh,Narmadapuram,2025-10-31,0.9,High,2025-10-31,2.25,High Dependency,Low Demand,No action required
Madhya Pradesh,Narsimhapur,2025-09-30,1.8950617283950617,High,2025-09-30,3.47119341563786,High Dependency,Low Demand,No action required
Madhya Pradesh,Narsimhapur,2025-09-30,1.8950617283950617,High,2025-10-31,0.9101123595505618,Medium Dependency,Low Demand,No action required
Madhya Pradesh,Narsimhapur,2025-10-31,0.3640449438202247,High,2025-09-30,3.47119341563786,High Dependency,Low Demand,No action required
Madhya Pradesh,Narsimhapur,2025-10-31,0.3640449438202247,High,2025-10-31,0.9101123595505618,Medium Dependency,Low Demand,No action required
Madhya Pradesh,Narsinghpur,2025-07-31,13.727237354085604,High,2025-07-31,23.55447470817121,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Narsinghpur,2025-07-31,13.727237354085604,High,2025-09-30,3.594391587381072,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Narsinghpur,2025-07-31,13.727237354085604,High,2025-10-31,1.1558073654390937,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Narsinghpur,2025-09-30,2.0042063094641964,High,2025-07-31,23.55447470817121,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Narsinghpur,2025-09-30,2.0042063094641964,High,2025-09-30,3.594391587381072,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Narsinghpur,2025-09-30,2.0042063094641964,High,2025-10-31,1.1558073654390937,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Narsinghpur,2025-10-31,0.4623229461756374,High,2025-07-31,23.55447470817121,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Narsinghpur,2025-10-31,0.4623229461756374,High,2025-09-30,3.594391587381072,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Narsinghpur,2025-10-31,0.4623229461756374,High,2025-10-31,1.1558073654390937,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Neemuch,2025-09-30,2.320689655172414,High,2025-09-30,4.286206896551724,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Neemuch,2025-09-30,2.320689655172414,High,2025-10-31,1.3578947368421053,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Neemuch,2025-10-31,0.5431578947368422,High,2025-09-30,4.286206896551724,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Neemuch,2025-10-31,0.5431578947368422,High,2025-10-31,1.3578947368421053,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Niwari,2025-09-30,3.3470588235294123,High,2025-09-30,6.647058823529412,High Dependency,Low Demand,No action required
Madhya Pradesh,Niwari,2025-09-30,3.3470588235294123,High,2025-10-31,3.4545454545454546,High Dependency,Low Demand,No action required
Madhya Pradesh,Niwari,2025-10-31,1.3818181818181818,High,2025-09-30,6.647058823529412,High Dependency,Low Demand,No action required
Madhya Pradesh,Niwari,2025-10-31,1.3818181818181818,High,2025-10-31,3.4545454545454546,High Dependency,Low Demand,No action required
Madhya Pradesh,Pandhurna,2025-09-30,5.525,High,2025-09-30,10.9375,High Dependency,Low Demand,No action required
Madhya Pradesh,Pandhurna,2025-09-30,5.525,High,2025-10-31,3.111111111111111,High Dependency,Low Demand,No action required
Madhya Pradesh,Pandhurna,2025-10-31,1.2444444444444445,High,2025-09-30,10.9375,High Dependency,Low Demand,No action required
Madhya Pradesh,Pandhurna,2025-10-31,1.2444444444444445,High,2025-10-31,3.111111111111111,High Dependency,Low Demand,No action required
Madhya Pradesh,Panna,2025-04-30,65.25283018867924,High,2025-04-30,108.75471698113208,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-04-30,65.25283018867924,High,2025-05-31,63.60714285714285,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-04-30,65.25283018867924,High,2025-07-31,35.92607802874743,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-04-30,65.25283018867924,High,2025-09-30,2.484507814642172,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-04-30,65.25283018867924,High,2025-10-31,0.9009433962264152,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-05-31,36.68124999999999,High,2025-04-30,108.75471698113208,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-05-31,36.68124999999999,High,2025-05-31,63.60714285714285,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-05-31,36.68124999999999,High,2025-07-31,35.92607802874743,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-05-31,36.68124999999999,High,2025-09-30,2.484507814642172,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-05-31,36.68124999999999,High,2025-10-31,0.9009433962264152,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-07-31,21.17453798767967,High,2025-04-30,108.75471698113208,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-07-31,21.17453798767967,High,2025-05-31,63.60714285714285,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-07-31,21.17453798767967,High,2025-07-31,35.92607802874743,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-07-31,21.17453798767967,High,2025-09-30,2.484507814642172,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-07-31,21.17453798767967,High,2025-10-31,0.9009433962264152,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-09-30,1.378173841513573,High,2025-04-30,108.75471698113208,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-09-30,1.378173841513573,High,2025-05-31,63.60714285714285,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-09-30,1.378173841513573,High,2025-07-31,35.92607802874743,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-09-30,1.378173841513573,High,2025-09-30,2.484507814642172,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-09-30,1.378173841513573,High,2025-10-31,0.9009433962264152,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-10-31,0.360377358490566,High,2025-04-30,108.75471698113208,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-10-31,0.360377358490566,High,2025-05-31,63.60714285714285,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-10-31,0.360377358490566,High,2025-07-31,35.92607802874743,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-10-31,0.360377358490566,High,2025-09-30,2.484507814642172,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Panna,2025-10-31,0.360377358490566,High,2025-10-31,0.9009433962264152,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Raisen,2025-04-30,22.54679611650485,High,2025-04-30,39.17087378640777,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Raisen,2025-04-30,22.54679611650485,High,2025-09-30,4.224131883549632,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Raisen,2025-04-30,22.54679611650485,High,2025-10-31,1.614003590664273,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Raisen,2025-09-30,2.364573833742546,High,2025-04-30,39.17087378640777,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Raisen,2025-09-30,2.364573833742546,High,2025-09-30,4.224131883549632,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Raisen,2025-09-30,2.364573833742546,High,2025-10-31,1.614003590664273,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Raisen,2025-10-31,0.6456014362657092,High,2025-04-30,39.17087378640777,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Raisen,2025-10-31,0.6456014362657092,High,2025-09-30,4.224131883549632,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Raisen,2025-10-31,0.6456014362657092,High,2025-10-31,1.614003590664273,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Rajgarh,2025-09-30,2.74054054054054,High,2025-09-30,4.797297297297297,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Rajgarh,2025-09-30,2.74054054054054,High,2025-10-31,1.5775280898876405,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Rajgarh,2025-10-31,0.6310112359550563,High,2025-09-30,4.797297297297297,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Rajgarh,2025-10-31,0.6310112359550563,High,2025-10-31,1.5775280898876405,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Ratlam,2025-09-30,2.055180722891566,High,2025-09-30,3.729718875502008,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Ratlam,2025-09-30,2.055180722891566,High,2025-10-31,0.9562913907284768,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Ratlam,2025-10-31,0.3825165562913907,High,2025-09-30,3.729718875502008,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Ratlam,2025-10-31,0.3825165562913907,High,2025-10-31,0.9562913907284768,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Rewa,2025-09-30,3.3662908990926588,High,2025-09-30,6.151773439648061,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Rewa,2025-09-30,3.3662908990926588,High,2025-10-31,1.2226832641770402,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Rewa,2025-10-31,0.4890733056708161,High,2025-09-30,6.151773439648061,High Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Rewa,2025-10-31,0.4890733056708161,High,2025-10-31,1.2226832641770402,Medium Dependency,High Demand,Deploy mobile Aadhaar van / add staff
Madhya Pradesh,Sagar,2025-04-30,83.12036199095023,High,2025-04-30,142.89140271493213,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-04-30,83.12036199095023,High,2025-06-30,168.5721393034826,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-04-30,83.12036199095023,High,2025-07-31,22.59987277353689,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-04-30,83.12036199095023,High,2025-09-30,4.820992676973149,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-04-30,83.12036199095023,High,2025-10-31,1.2307692307692308,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-06-30,99.6597014925373,High,2025-04-30,142.89140271493213,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-06-30,99.6597014925373,High,2025-06-30,168.5721393034826,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-06-30,99.6597014925373,High,2025-07-31,22.59987277353689,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-06-30,99.6597014925373,High,2025-09-30,4.820992676973149,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-06-30,99.6597014925373,High,2025-10-31,1.2307692307692308,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-07-31,13.24796437659033,High,2025-04-30,142.89140271493213,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-07-31,13.24796437659033,High,2025-06-30,168.5721393034826,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-07-31,13.24796437659033,High,2025-07-31,22.59987277353689,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-07-31,13.24796437659033,High,2025-09-30,4.820992676973149,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-07-31,13.24796437659033,High,2025-10-31,1.2307692307692308,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-09-30,2.686791429346352,High,2025-04-30,142.89140271493213,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-09-30,2.686791429346352,High,2025-06-30,168.5721393034826,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-09-30,2.686791429346352,High,2025-07-31,22.59987277353689,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-09-30,2.686791429346352,High,2025-09-30,4.820992676973149,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-09-30,2.686791429346352,High,2025-10-31,1.2307692307692308,Medium Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-10-31,0.4923076923076923,High,2025-04-30,142.89140271493213,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-10-31,0.4923076923076923,High,2025-06-30,168.5721393034826,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-10-31,0.4923076923076923,High,2025-07-31,22.59987277353689,High Dependency,Medium Demand,Extend working hours
Madhya Pradesh,Sagar,2025-10-31,0.4923076923076923,High,2025-09-30,4.820992676973149,High Dependency,Medium Demand,Extend working hours
