state,district,date,pincode,bio_age_5_17,bio_age_17_
Madhya Pradesh,Vidisha,2025-06-30,5570384,11346,6378
Madhya Pradesh,Vidisha,2025-07-31,5570384,13882,11238
Madhya Pradesh,Vidisha,2025-09-30,94696475,5371,6071
Madhya Pradesh,West Nimar,2025-03-31,4510779,259,763
Madhya Pradesh,West Nimar,2025-04-30,4510890,417,694
Madhya Pradesh,West Nimar,2025-05-31,4511654,357,845
Madhya Pradesh,West Nimar,2025-06-30,4511545,386,778
Madhya Pradesh,West Nimar,2025-07-31,4511764,436,1285
Madhya Pradesh,West Nimar,2025-09-30,107372817,202,818
Maharashtra,Ahmadnagar,2025-03-31,36181673,8342,22641
Maharashtra,Ahmadnagar,2025-04-30,35767159,9904,19453
Maharashtra,Ahmadnagar,2025-05-31,36595385,10752,21200
Maharashtra,Ahmadnagar,2025-06-30,37007595,11466,23279
Maharashtra,Ahmadnagar,2025-07-31,37407632,15684,27686
Maharashtra,Ahmadnagar,2025-09-30,654304849,44504,12325
Maharashtra,Ahmed Nagar,2025-03-31,422605,15,170
Maharashtra,Ahmed Nagar,2025-04-30,422605,12,145
Maharashtra,Ahmed Nagar,2025-05-31,422605,30,159
Maharashtra,Ahmed Nagar,2025-06-30,1681820,61,293
Maharashtra,Ahmed Nagar,2025-07-31,2095527,67,444
Maharashtra,Ahmed Nagar,2025-09-30,134415597,830,421
Maharashtra,Akola,2025-03-31,11993168,5799,19830
Maharashtra,Akola,2025-04-30,11549058,3998,13294
Maharashtra,Akola,2025-05-31,11548665,4847,14365
Maharashtra,Akola,2025-06-30,11993168,5342,13278
Maharashtra,Akola,2025-07-31,11993168,7359,16443
Maharashtra,Akola,2025-09-30,209212892,11103,7916
Maharashtra,Amravati,2025-03-31,18677304,9464,30849
Maharashtra,Amravati,2025-04-30,18232494,7506,23036
Maharashtra,Amravati,2025-05-31,18677304,8696,25649
Maharashtra,Amravati,2025-06-30,18677304,10925,28240
Maharashtra,Amravati,2025-07-31,18677304,13925,32626
Maharashtra,Amravati,2025-09-30,311737325,21286,13704
Maharashtra,Aurangabad,2025-03-31,16359434,11805,21622
Maharashtra,Aurangabad,2025-04-30,16359434,8187,18109
Maharashtra,Aurangabad,2025-05-31,16359434,8874,21550
Maharashtra,Aurangabad,2025-06-30,16359434,11070,23374
Maharashtra,Aurangabad,2025-07-31,16359434,18370,29979
Maharashtra,Aurangabad,2025-09-30,310343764,17094,15924
Maharashtra,Beed,2025-03-31,11073379,8159,16280
Maharashtra,Beed,2025-04-30,11073379,8445,18130
Maharashtra,Beed,2025-05-31,11073379,8378,19884
Maharashtra,Beed,2025-06-30,11504899,10649,17133
Maharashtra,Beed,2025-07-31,11073379,15502,22186
Maharashtra,Beed,2025-09-30,203671080,25752,8806
Maharashtra,Bhandara,2025-03-31,8395659,2521,8744
Maharashtra,Bhandara,2025-04-30,8836763,2722,8462
Maharashtra,Bhandara,2025-05-31,8395659,2463,8202
Maharashtra,Bhandara,2025-06-30,8395659,2934,7798
Maharashtra,Bhandara,2025-07-31,8395659,3016,6842
Maharashtra,Bhandara,2025-09-30,145811583,6360,4489
Maharashtra,Bid,2025-03-31,431122,10,417
Maharashtra,Bid,2025-05-31,431131,14,250
Maharashtra,Bid,2025-06-30,1293770,38,1101
Maharashtra,Bid,2025-07-31,1293770,41,1324
Maharashtra,Bid,2025-09-30,94979563,241,1112
Maharashtra,Buldana,2025-03-31,3105512,127,3139
Maharashtra,Buldana,2025-04-30,2217008,122,1963
Maharashtra,Buldana,2025-05-31,3547516,221,2483
Maharashtra,Buldana,2025-06-30,3993016,223,3103
Maharashtra,Buldana,2025-07-31,3993022,229,3362
Maharashtra,Buldana,2025-09-30,176958787,1049,2846
Maharashtra,Buldhana,2025-03-31,13306109,6763,13362
Maharashtra,Buldhana,2025-04-30,13306109,4721,11245
Maharashtra,Buldhana,2025-05-31,13306109,5768,11685
Maharashtra,Buldhana,2025-06-30,13750217,7346,14902
Maharashtra,Buldhana,2025-07-31,13750217,11124,17614
Maharashtra,Buldhana,2025-09-30,248834116,22786,9320
Maharashtra,Chandrapur,2025-03-31,14594101,7293,17284
Maharashtra,Chandrapur,2025-04-30,14151698,5339,13857
Maharashtra,Chandrapur,2025-05-31,14594101,6205,17308
Maharashtra,Chandrapur,2025-06-30,14594101,6704,18292
Maharashtra,Chandrapur,2025-07-31,14594101,7025,14987
Maharashtra,Chandrapur,2025-09-30,237040008,8405,8239
Maharashtra,Chatrapati Sambhaji Nagar,2025-03-31,431001,41,246
Maharashtra,Chatrapati Sambhaji Nagar,2025-04-30,431001,53,262
Maharashtra,Chatrapati Sambhaji Nagar,2025-05-31,431001,50,285
Maharashtra,Chatrapati Sambhaji Nagar,2025-06-30,431001,64,296
Maharashtra,Chatrapati Sambhaji Nagar,2025-07-31,431001,46,243
Maharashtra,Chatrapati Sambhaji Nagar,2025-09-30,8620021,40,111
Maharashtra,Chhatrapati Sambhajinagar,2025-03-31,862137,31,156
Maharashtra,Chhatrapati Sambhajinagar,2025-04-30,1716845,64,353
Maharashtra,Chhatrapati Sambhajinagar,2025-05-31,2147978,119,458
Maharashtra,Chhatrapati Sambhajinagar,2025-06-30,3010302,174,808
Maharashtra,Chhatrapati Sambhajinagar,2025-07-31,3872519,191,778
Maharashtra,Chhatrapati Sambhajinagar,2025-09-30,114522738,95,437
Maharashtra,Dharashiv,2025-04-30,413501,11,34
Maharashtra,Dharashiv,2025-05-31,413501,12,44
Maharashtra,Dharashiv,2025-06-30,413501,18,76
Maharashtra,Dharashiv,2025-07-31,413501,12,63
Maharashtra,Dharashiv,2025-09-30,33084082,14,89
Maharashtra,Dhule,2025-03-31,10616407,5157,14043
Maharashtra,Dhule,2025-04-30,10616407,5882,14299
Maharashtra,Dhule,2025-05-31,11040411,7137,14966
Maharashtra,Dhule,2025-06-30,10616407,7583,12312
Maharashtra,Dhule,2025-07-31,11465821,13620,18986
Maharashtra,Dhule,2025-09-30,196195656,12335,9320
Maharashtra,Gadchiroli,2025-03-31,6634001,2665,9929
Maharashtra,Gadchiroli,2025-04-30,6634001,2630,7706
Maharashtra,Gadchiroli,2025-05-31,6634001,3105,8605
Maharashtra,Gadchiroli,2025-06-30,6634001,4880,9991
Maharashtra,Gadchiroli,2025-07-31,6634001,4989,9883
Maharashtra,Gadchiroli,2025-09-30,110125279,5141,7095
Maharashtra,Gondia,2025-09-30,24736467,11,77
Maharashtra,Gondiya,2025-03-31,5301464,4074,7263
Maharashtra,Gondiya,2025-04-30,4859662,3227,4618
Maharashtra,Gondiya,2025-05-31,4859662,2717,6983
Maharashtra,Gondiya,2025-06-30,4859662,3374,6361
Maharashtra,Gondiya,2025-07-31,5300869,4090,6029
Maharashtra,Gondiya,2025-09-30,93212498,5950,4065
Maharashtra,Gondiya *,2025-09-30,43734332,32,196
Maharashtra,Hingoli,2025-03-31,3884397,2200,5880
Maharashtra,Hingoli,2025-04-30,4315911,3222,6628
Maharashtra,Hingoli,2025-05-31,4315911,3574,8537
Maharashtra,Hingoli,2025-06-30,4315911,4905,8797
Maharashtra,Hingoli,2025-07-31,4747422,6458,11208
Maharashtra,Hingoli,2025-09-30,81138851,8481,5711
Maharashtra,Hingoli *,2025-09-30,863084,0,2
Maharashtra,Jalgaon,2025-03-31,25921905,11108,29512
Maharashtra,Jalgaon,2025-04-30,25921905,12325,25017
Maharashtra,Jalgaon,2025-05-31,25921905,12305,30929
Maharashtra,Jalgaon,2025-06-30,25921905,15434,34928
Maharashtra,Jalgaon,2025-07-31,25921905,24048,38429
Maharashtra,Jalgaon,2025-09-30,439808728,25050,20381
Maharashtra,Jalna,2025-03-31,9918555,5388,11402
Maharashtra,Jalna,2025-04-30,9487545,4561,10514
Maharashtra,Jalna,2025-05-31,9487545,5279,13214
Maharashtra,Jalna,2025-06-30,10781195,7067,13737
Maharashtra,Jalna,2025-07-31,11212707,12373,19535
Maharashtra,Jalna,2025-09-30,189319825,14622,9239
Maharashtra,Kolhapur,2025-03-31,31630152,9588,18096
Maharashtra,Kolhapur,2025-04-30,32046679,15200,16393
Maharashtra,Kolhapur,2025-05-31,32046679,11630,19495
Maharashtra,Kolhapur,2025-06-30,32046679,10364,19311
Maharashtra,Kolhapur,2025-07-31,32046679,13465,21236
Maharashtra,Kolhapur,2025-09-30,571429729,24993,10208
Maharashtra,Latur,2025-03-31,9942658,9558,19388
Maharashtra,Latur,2025-04-30,9942658,8274,21319
Maharashtra,Latur,2025-05-31,9942658,7842,28794
Maharashtra,Latur,2025-06-30,9942658,8251,24852
Maharashtra,Latur,2025-07-31,9942658,9541,21878
Maharashtra,Latur,2025-09-30,178104356,10857,9601
Maharashtra,Mumbai,2025-03-31,32804305,7636,31432
Maharashtra,Mumbai,2025-04-30,33204399,10735,29324
Maharashtra,Mumbai,2025-05-31,33204399,14123,31216
Maharashtra,Mumbai,2025-06-30,33204399,12543,32461
Maharashtra,Mumbai,2025-07-31,33605608,14741,38238
Maharashtra,Mumbai,2025-09-30,663381311,13497,20333
Maharashtra,Mumbai City,2025-03-31,12400625,1936,2517
Maharashtra,Mumbai City,2025-04-30,12400625,2694,2433
Maharashtra,Mumbai City,2025-05-31,12000561,2638,2445
Maharashtra,Mumbai City,2025-06-30,12000561,2537,2620
Maharashtra,Mumbai City,2025-07-31,12000561,2739,2900
Maharashtra,Mumbai City,2025-09-30,214010440,2948,1255
Maharashtra,Mumbai Suburban,2025-03-31,21603916,7347,9473
Maharashtra,Mumbai Suburban,2025-04-30,21603916,9528,9391
Maharashtra,Mumbai Suburban,2025-05-31,21603916,8945,8965
Maharashtra,Mumbai Suburban,2025-06-30,21603916,8478,9621
Maharashtra,Mumbai Suburban,2025-07-31,21603916,10403,10805
Maharashtra,Mumbai Suburban,2025-09-30,390071033,11528,5435
Maharashtra,Mumbai( Sub Urban ),2025-05-31,1200245,33,187
Maharashtra,Mumbai( Sub Urban ),2025-06-30,400086,12,82
Maharashtra,Mumbai( Sub Urban ),2025-09-30,133225627,78,632
Maharashtra,Nagpur,2025-03-31,28198963,11511,30242
Maharashtra,Nagpur,2025-04-30,28198963,10872,28643
Maharashtra,Nagpur,2025-05-31,27758942,12341,27562
Maharashtra,Nagpur,2025-06-30,28198963,12644,28721
Maharashtra,Nagpur,2025-07-31,28198963,12330,29230
Maharashtra,Nagpur,2025-09-30,515933638,16157,16969
Maharashtra,Nanded,2025-03-31,18132229,14793,23918
Maharashtra,Nanded,2025-04-30,18132229,11868,18508
Maharashtra,Nanded,2025-05-31,17700419,8711,25421
Maharashtra,Nanded,2025-06-30,18132229,12143,28651
Maharashtra,Nanded,2025-07-31,18132229,14898,31768
Maharashtra,Nanded,2025-09-30,322925698,21681,14978
Maharashtra,Nandurbar,2025-03-31,8508427,5201,12240
Maharashtra,Nandurbar,2025-04-30,8508427,5673,11344
Maharashtra,Nandurbar,2025-05-31,8508427,6834,17456
Maharashtra,Nandurbar,2025-06-30,8508427,9617,15506
Maharashtra,Nandurbar,2025-07-31,8508427,14572,22262
Maharashtra,Nandurbar,2025-09-30,152726232,8718,11037
Maharashtra,Nandurbar *,2025-09-30,46795957,10,313
Maharashtra,Nashik,2025-03-31,31270545,19311,43604
Maharashtra,Nashik,2025-04-30,31692658,13708,30777
Maharashtra,Nashik,2025-05-31,30848331,15830,34979
Maharashtra,Nashik,2025-06-30,31270545,21682,39230
Maharashtra,Nashik,2025-07-31,31692658,31999,51939
Maharashtra,Nashik,2025-09-30,538772330,41443,28201
Maharashtra,Osmanabad,2025-03-31,10338572,7315,10669
Maharashtra,Osmanabad,2025-04-30,10338572,5880,9950
Maharashtra,Osmanabad,2025-05-31,10338572,6156,13014
Maharashtra,Osmanabad,2025-06-30,10752083,7121,14300
Maharashtra,Osmanabad,2025-07-31,10752083,8657,13940
Maharashtra,Osmanabad,2025-09-30,181958786,9032,5112
Maharashtra,Palghar,2025-03-31,14892244,7288,7628
Maharashtra,Palghar,2025-04-30,14892244,5873,6864
Maharashtra,Palghar,2025-05-31,14892244,9368,9054
Maharashtra,Palghar,2025-06-30,14892244,9219,8692
Maharashtra,Palghar,2025-07-31,14892244,10490,9575
Maharashtra,Palghar,2025-09-30,251984427,13402,5305
Maharashtra,Parbhani,2025-03-31,7335780,9812,10952
Maharashtra,Parbhani,2025-04-30,7335780,6180,9983
Maharashtra,Parbhani,2025-05-31,7767282,6247,14276
Maharashtra,Parbhani,2025-06-30,7767282,7124,13112
Maharashtra,Parbhani,2025-07-31,7767292,11183,18014
Maharashtra,Parbhani,2025-09-30,142400001,13642,7385
Maharashtra,Pune,2025-03-31,56398673,23546,42545
Maharashtra,Pune,2025-04-30,58040953,27254,36621
Maharashtra,Pune,2025-05-31,57217234,27138,34384
Maharashtra,Pune,2025-06-30,58451355,28350,40899
Maharashtra,Pune,2025-07-31,57628786,35816,47184
Maharashtra,Pune,2025-09-30,1045513605,36129,22928
Maharashtra,Raigad,2025-03-31,3273656,254,1097
Maharashtra,Raigad,2025-04-30,4896787,353,1240
Maharashtra,Raigad,2025-05-31,4896982,303,1130
Maharashtra,Raigad,2025-06-30,5291268,362,1306
Maharashtra,Raigad,2025-07-31,5709195,407,1361
Maharashtra,Raigad,2025-09-30,178054198,509,808
Maharashtra,Raigarh,2025-03-31,21843640,6311,8981
Maharashtra,Raigarh,2025-04-30,21031587,4740,7673
Maharashtra,Raigarh,2025-05-31,22241729,5929,8732
Maharashtra,Raigarh,2025-06-30,22228628,6678,10065
Maharashtra,Raigarh,2025-07-31,23473665,10771,12065
Maharashtra,Raigarh,2025-09-30,401298719,12182,5929
Maharashtra,Raigarh(MH),2025-09-30,19530032,6,84
Maharashtra,Ratnagiri,2025-03-31,26192762,3235,8969
Maharashtra,Ratnagiri,2025-04-30,26608904,2887,6595
Maharashtra,Ratnagiri,2025-05-31,27440313,4055,7555
Maharashtra,Ratnagiri,2025-06-30,28687058,4674,8898
Maharashtra,Ratnagiri,2025-07-31,29102775,5676,10382
Maharashtra,Ratnagiri,2025-09-30,493531439,13833,5256
Maharashtra,Sangli,2025-03-31,27036703,9383,16901
Maharashtra,Sangli,2025-04-30,27035696,6695,13066
Maharashtra,Sangli,2025-05-31,27035696,6910,13750
Maharashtra,Sangli,2025-06-30,27452118,8124,14868
Maharashtra,Sangli,2025-07-31,27035696,10245,15780
Maharashtra,Sangli,2025-09-30,460453866,22391,8013
Maharashtra,Satara,2025-03-31,31547239,8173,14177
Maharashtra,Satara,2025-04-30,31547239,8214,10932
Maharashtra,Satara,2025-05-31,31547239,7704,11503
Maharashtra,Satara,2025-06-30,31962451,8228,12837
Maharashtra,Satara,2025-07-31,32377967,11727,14235
Maharashtra,Satara,2025-09-30,545005615,28529,6696
Maharashtra,Sindhudurg,2025-03-31,17080725,1903,3624
Maharashtra,Sindhudurg,2025-04-30,16664185,1481,2826
Maharashtra,Sindhudurg,2025-05-31,17914149,1494,2406
Maharashtra,Sindhudurg,2025-06-30,17080941,1624,3034
Maharashtra,Sindhudurg,2025-07-31,13748105,1209,2507
Maharashtra,Sindhudurg,2025-09-30,300376207,3482,1896
Maharashtra,Solapur,2025-03-31,28926012,13276,22111
Maharashtra,Solapur,2025-04-30,28926012,11972,20928
Maharashtra,Solapur,2025-05-31,28926012,12393,25168
Maharashtra,Solapur,2025-06-30,28926012,13736,23355
Maharashtra,Solapur,2025-07-31,28926012,18537,26604
Maharashtra,Solapur,2025-09-30,515342035,31199,10537
Maharashtra,Thane,2025-03-31,27835906,13203,38556
Maharashtra,Thane,2025-04-30,27033294,16028,36209
Maharashtra,Thane,2025-05-31,28678515,19874,39799
Maharashtra,Thane,2025-06-30,31528150,19358,44284
Maharashtra,Thane,2025-07-31,29501928,22971,51690
Maharashtra,Thane,2025-09-30,641127325,25945,28710
Maharashtra,Wardha,2025-03-31,7075061,4565,10487
Maharashtra,Wardha,2025-04-30,7075061,2859,7845
Maharashtra,Wardha,2025-05-31,7075061,2949,9005
Maharashtra,Wardha,2025-06-30,7075061,3362,8963
Maharashtra,Wardha,2025-07-31,7075061,4002,8577
Maharashtra,Wardha,2025-09-30,136193137,6713,5604
Maharashtra,Washim,2025-03-31,5332566,4056,10181
Maharashtra,Washim,2025-04-30,5332566,3178,7427
Maharashtra,Washim,2025-05-31,5332566,3295,10789
Maharashtra,Washim,2025-06-30,5332566,3992,9776
Maharashtra,Washim,2025-07-31,5776975,6434,11293
Maharashtra,Washim,2025-09-30,102655076,9740,5997
Maharashtra,Washim *,2025-09-30,32886555,32,104
Maharashtra,Yavatmal,2025-03-31,14692020,10207,28222
Maharashtra,Yavatmal,2025-04-30,14692020,7446,20110
Maharashtra,Yavatmal,2025-05-31,14692020,6927,23720
Maharashtra,Yavatmal,2025-06-30,14692020,8793,24674
Maharashtra,Yavatmal,2025-07-31,14692020,12429,24848
Maharashtra,Yavatmal,2025-09-30,245757610,16529,17944
Manipur,Bishnupur,2025-03-31,2385393,524,607
Manipur,Bishnupur,2025-04-30,2385393,810,558
Manipur,Bishnupur,2025-05-31,2385393,895,531
Manipur,Bishnupur,2025-06-30,2385393,584,395
Manipur,Bishnupur,2025-07-31,2385393,6130,3699
Manipur,Bishnupur,2025-09-30,48502900,2527,888
Manipur,Chandel,2025-03-31,4770699,249,895
Manipur,Chandel,2025-04-30,4770699,387,492
Manipur,Chandel,2025-05-31,3975596,327,308
Manipur,Chandel,2025-06-30,3975596,272,242
Manipur,Chandel,2025-07-31,4770699,918,665
Manipur,Chandel,2025-09-30,72355766,277,229
Manipur,Churachandpur,2025-03-31,7156007,796,866
Manipur,Churachandpur,2025-04-30,6360906,861,960
Manipur,Churachandpur,2025-05-31,5565790,666,752
Manipur,Churachandpur,2025-06-30,6360906,589,813
Manipur,Churachandpur,2025-07-31,7156007,2322,1339
Manipur,Churachandpur,2025-09-30,108135289,624,448
Manipur,Imphal East,2025-03-31,7950675,1000,1623
Manipur,Imphal East,2025-04-30,7950652,1438,1252
Manipur,Imphal East,2025-05-31,7155537,1500,1170
Manipur,Imphal East,2025-06-30,7950675,802,779
Manipur,Imphal East,2025-07-31,8745790,15227,6961
Manipur,Imphal East,2025-09-30,156628367,2576,1259
Manipur,Imphal West,2025-03-31,10335958,906,1352
Manipur,Imphal West,2025-04-30,10335958,1363,1265
Manipur,Imphal West,2025-05-31,9540828,1611,1244
Manipur,Imphal West,2025-06-30,9540828,1172,1040
Manipur,Imphal West,2025-07-31,10335958,10905,8065
Manipur,Imphal West,2025-09-30,185251462,2916,1751
Manipur,Jiribam,2025-03-31,795116,20,229
Manipur,Jiribam,2025-04-30,1590231,42,273
Manipur,Jiribam,2025-05-31,795116,28,229
Manipur,Jiribam,2025-06-30,795116,11,128
Manipur,Jiribam,2025-07-31,1590231,175,317
Manipur,Jiribam,2025-09-30,19877890,62,91
Manipur,Kakching,2025-03-31,795103,49,30
Manipur,Kakching,2025-04-30,795103,78,40
Manipur,Kakching,2025-05-31,1590204,83,54
Manipur,Kakching,2025-06-30,795103,51,39
Manipur,Kakching,2025-07-31,1590204,473,313
Manipur,Kakching,2025-09-30,24648265,229,40
Manipur,Senapati,2025-03-31,11131368,722,1183
Manipur,Senapati,2025-04-30,13516672,798,1232
Manipur,Senapati,2025-05-31,12721627,701,1258
Manipur,Senapati,2025-06-30,9541265,470,774
Manipur,Senapati,2025-07-31,14311763,3963,1389
Manipur,Senapati,2025-09-30,235349396,1106,619
Manipur,Tamenglong,2025-03-31,3180572,180,364
Manipur,Tamenglong,2025-04-30,4770813,350,640
Manipur,Tamenglong,2025-05-31,4770813,273,446
Manipur,Tamenglong,2025-06-30,3975687,196,307
Manipur,Tamenglong,2025-07-31,4770813,703,557
Manipur,Tamenglong,2025-09-30,68381993,293,257
Manipur,Thoubal,2025-03-31,5565901,1039,1297
Manipur,Thoubal,2025-04-30,6361036,1572,1195
Manipur,Thoubal,2025-05-31,5565901,1534,1147
Manipur,Thoubal,2025-06-30,5565901,989,863
Manipur,Thoubal,2025-07-31,6361036,10306,9173
Manipur,Thoubal,2025-09-30,113703470,1855,1604
Manipur,Ukhrul,2025-03-31,3180580,376,1359
Manipur,Ukhrul,2025-04-30,3180580,448,814
Manipur,Ukhrul,2025-05-31,3975590,411,634
Manipur,Ukhrul,2025-06-30,3180580,288,496
Manipur,Ukhrul,2025-07-31,4770733,1854,1300
Manipur,Ukhrul,2025-09-30,61224956,315,425
Meghalaya,East Garo Hills,2025-03-31,1588221,75,363
Meghalaya,East Garo Hills,2025-04-30,1588221,141,243
Meghalaya,East Garo Hills,2025-05-31,1588221,154,311
Meghalaya,East Garo Hills,2025-06-30,1588221,122,238
Meghalaya,East Garo Hills,2025-07-31,1588221,177,194
Meghalaya,East Garo Hills,2025-09-30,30936248,101,208
Meghalaya,East Jaintia Hills,2025-03-31,1586360,136,90
Meghalaya,East Jaintia Hills,2025-04-30,1586360,213,85
Meghalaya,East Jaintia Hills,2025-05-31,1586360,168,100
Meghalaya,East Jaintia Hills,2025-06-30,1586360,88,72
Meghalaya,East Jaintia Hills,2025-07-31,1586360,259,122
Meghalaya,East Jaintia Hills,2025-09-30,27761280,137,63
Meghalaya,East Khasi Hills,2025-03-31,16653827,840,1744
Meghalaya,East Khasi Hills,2025-04-30,17446822,1297,1920
Meghalaya,East Khasi Hills,2025-05-31,18239933,838,1732
Meghalaya,East Khasi Hills,2025-06-30,15860907,639,1183
Meghalaya,East Khasi Hills,2025-07-31,19032960,1209,1990
Meghalaya,East Khasi Hills,2025-09-30,318801583,718,1139
Meghalaya,Eastern West Khasi Hills,2025-09-30,3172480,1,3
Meghalaya,Jaintia Hills,2025-09-30,3172800,0,4
Meghalaya,North Garo Hills,2025-03-31,2382222,79,75
Meghalaya,North Garo Hills,2025-04-30,3165356,139,68
Meghalaya,North Garo Hills,2025-05-31,2382222,92,55
Meghalaya,North Garo Hills,2025-06-30,2382222,51,39
Meghalaya,North Garo Hills,2025-07-31,2382222,101,49
Meghalaya,North Garo Hills,2025-09-30,44381042,85,43
Meghalaya,Ri Bhoi,2025-03-31,3953542,213,213
Meghalaya,Ri Bhoi,2025-04-30,3172411,227,222
Meghalaya,Ri Bhoi,2025-05-31,3172411,222,223
Meghalaya,Ri Bhoi,2025-06-30,3172411,168,169
Meghalaya,Ri Bhoi,2025-07-31,3172411,339,215
Meghalaya,Ri Bhoi,2025-09-30,66489047,270,166
Meghalaya,South Garo Hills,2025-03-31,1588205,44,92
Meghalaya,South Garo Hills,2025-04-30,3176317,92,187
Meghalaya,South Garo Hills,2025-05-31,1588205,56,125
Meghalaya,South Garo Hills,2025-06-30,1588205,29,71
Meghalaya,South Garo Hills,2025-07-31,1588205,58,55
Meghalaya,South Garo Hills,2025-09-30,37322048,65,48
Meghalaya,South West Garo Hills,2025-03-31,2382326,159,623
Meghalaya,South West Garo Hills,2025-04-30,2382326,242,355
Meghalaya,South West Garo Hills,2025-05-31,2382326,230,291
Meghalaya,South West Garo Hills,2025-06-30,2382326,179,250
Meghalaya,South West Garo Hills,2025-07-31,2382326,288,277
Meghalaya,South West Garo Hills,2025-09-30,39705408,168,162
Meghalaya,South West Khasi Hills,2025-03-31,2379339,168,434
Meghalaya,South West Khasi Hills,2025-04-30,2379339,193,214
Meghalaya,South West Khasi Hills,2025-05-31,2379339,365,119
Meghalaya,South West Khasi Hills,2025-06-30,1586220,100,92
Meghalaya,South West Khasi Hills,2025-07-31,2379339,178,164
Meghalaya,South West Khasi Hills,2025-09-30,32517591,110,144
Meghalaya,West Garo Hills,2025-03-31,6352530,917,3902
Meghalaya,West Garo Hills,2025-04-30,6352530,1078,3196
Meghalaya,West Garo Hills,2025-05-31,6352530,1022,3790
Meghalaya,West Garo Hills,2025-06-30,7146533,1198,4933
Meghalaya,West Garo Hills,2025-07-31,7146533,1619,5214
Meghalaya,West Garo Hills,2025-09-30,103228501,601,1569
Meghalaya,West Jaintia Hills,2025-03-31,3172571,596,335
Meghalaya,West Jaintia Hills,2025-04-30,2379410,563,285
Meghalaya,West Jaintia Hills,2025-05-31,2379410,401,227
Meghalaya,West Jaintia Hills,2025-06-30,2379410,319,217
Meghalaya,West Jaintia Hills,2025-07-31,2379410,495,249
Meghalaya,West Jaintia Hills,2025-09-30,40450270,285,155
Meghalaya,West Khasi Hills,2025-03-31,1586239,327,392
Meghalaya,West Khasi Hills,2025-04-30,1586239,461,444
Meghalaya,West Khasi Hills,2025-05-31,1586239,335,370
Meghalaya,West Khasi Hills,2025-06-30,1586239,354,328
Meghalaya,West Khasi Hills,2025-07-31,1586239,638,470
Meghalaya,West Khasi Hills,2025-09-30,26172941,281,247
Mizoram,Aizawl,2025-03-31,14329953,12080,3703
Mizoram,Aizawl,2025-04-30,12737282,4073,1701
Mizoram,Aizawl,2025-05-31,11941092,1038,887
Mizoram,Aizawl,2025-06-30,12737282,1331,1137
Mizoram,Aizawl,2025-07-31,11941121,1355,1189
Mizoram,Aizawl,2025-09-30,188672146,1823,699
Mizoram,Champhai,2025-03-31,4777872,6324,1528
Mizoram,Champhai,2025-04-30,4777872,2757,965
Mizoram,Champhai,2025-05-31,3981611,656,346
Mizoram,Champhai,2025-06-30,4777872,364,425
Mizoram,Champhai,2025-07-31,3185241,256,410
Mizoram,Champhai,2025-09-30,59723384,555,209
Mizoram,Hnahthial,2025-09-30,2389328,1,2
Mizoram,Khawzawl,2025-09-30,3185300,2,2
Mizoram,Kolasib,2025-03-31,6368849,3984,962
Mizoram,Kolasib,2025-04-30,5572439,1849,580
Mizoram,Kolasib,2025-05-31,3980418,377,268
Mizoram,Kolasib,2025-06-30,3980418,346,414
Mizoram,Kolasib,2025-07-31,3980350,333,273
Mizoram,Kolasib,2025-09-30,55724972,151,100
Mizoram,Lawngtlai,2025-03-31,3984144,3058,915
Mizoram,Lawngtlai,2025-04-30,3984144,1802,847
Mizoram,Lawngtlai,2025-05-31,3984144,583,544
Mizoram,Lawngtlai,2025-06-30,3984144,677,551
Mizoram,Lawngtlai,2025-07-31,3984144,549,566
Mizoram,Lawngtlai,2025-09-30,60558939,713,325
Mizoram,Lunglei,2025-03-31,7169686,4383,1393
Mizoram,Lunglei,2025-04-30,5576735,2359,1105
Mizoram,Lunglei,2025-05-31,4780154,1048,591
Mizoram,Lunglei,2025-06-30,4780154,583,400
Mizoram,Lunglei,2025-07-31,4780154,945,876
Mizoram,Lunglei,2025-09-30,80462794,200,193
Mizoram,Mamit,2025-03-31,5574756,4019,633
Mizoram,Mamit,2025-04-30,4778335,2407,510
Mizoram,Mamit,2025-05-31,2389343,540,128
Mizoram,Mamit,2025-06-30,3185844,413,144
Mizoram,Mamit,2025-07-31,3185844,486,151
Mizoram,Mamit,2025-09-30,43804553,246,75
Mizoram,Mammit,2025-03-31,4778346,903,417
Mizoram,Mammit,2025-04-30,5574756,454,343
Mizoram,Mammit,2025-05-31,2389343,82,58
Mizoram,Mammit,2025-06-30,1592872,29,47
Mizoram,Mammit,2025-07-31,2389343,59,63
Mizoram,Mammit,2025-09-30,23096809,27,43
Mizoram,Saiha,2025-03-31,2390703,2273,344
Mizoram,Saiha,2025-04-30,1593812,1230,247
Mizoram,Saiha,2025-05-31,1593812,177,126
Mizoram,Saiha,2025-06-30,1593812,84,124
Mizoram,Saiha,2025-07-31,1593812,105,123
Mizoram,Saiha,2025-09-30,29485457,142,87
Mizoram,Saitual,2025-03-31,796261,11,16
Mizoram,Saitual,2025-04-30,796261,12,13
Mizoram,Saitual,2025-09-30,3185074,1,4
Mizoram,Serchhip,2025-03-31,3981208,3036,1087
Mizoram,Serchhip,2025-04-30,3184898,709,272
Mizoram,Serchhip,2025-05-31,2388528,232,239
Mizoram,Serchhip,2025-06-30,3184898,151,164
Mizoram,Serchhip,2025-07-31,2388528,134,288
Mizoram,Serchhip,2025-09-30,39810690,282,384
