state,district,date,forecast_next_month,forecast_level,recommended_action
Maharashtra,Osmanabad,2025-11-30,11959.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Osmanabad,2025-12-31,7523.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Palghar,2025-03-31,26031.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Palghar,2025-05-31,23588.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Palghar,2025-07-31,23376.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Palghar,2025-09-30,22779.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Palghar,2025-10-31,16566.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Palghar,2025-11-30,10790.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Palghar,2025-12-31,4382.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Parbhani,2025-03-31,23303.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Parbhani,2025-09-30,23384.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Parbhani,2025-10-31,17535.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Parbhani,2025-11-30,14785.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Parbhani,2025-12-31,7998.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Pune,2025-03-31,95899.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Pune,2025-04-30,82996.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Pune,2025-05-31,77500.33333333333,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Pune,2025-06-30,70033.33333333333,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Pune,2025-07-31,78777.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Pune,2025-09-30,81304.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Pune,2025-10-31,59872.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Pune,2025-11-30,35494.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Pune,2025-12-31,17237.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigad,2025-03-31,3489.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigad,2025-04-30,2823.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigad,2025-05-31,3103.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigad,2025-06-30,3317.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigad,2025-07-31,3568.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigad,2025-09-30,3383.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigad,2025-10-31,2186.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigad,2025-11-30,1657.6666666666667,Medium Demand,Extend working hours
Maharashtra,Raigad,2025-12-31,1341.3333333333333,Medium Demand,Extend working hours
Maharashtra,Raigarh,2025-03-31,17466.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigarh,2025-09-30,19409.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigarh,2025-10-31,13955.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigarh,2025-11-30,11602.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigarh,2025-12-31,5627.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Raigarh(MH),2025-09-30,120.0,Low Demand,No action required
Maharashtra,Raigarh(MH),2025-10-31,69.0,Low Demand,No action required
Maharashtra,Raigarh(MH),2025-11-30,59.333333333333336,Low Demand,No action required
Maharashtra,Raigarh(MH),2025-12-31,34.333333333333336,Low Demand,No action required
Maharashtra,Ratnagiri,2025-03-31,13270.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Ratnagiri,2025-04-30,11463.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Ratnagiri,2025-09-30,14805.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Ratnagiri,2025-10-31,10883.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Ratnagiri,2025-11-30,9247.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Ratnagiri,2025-12-31,2927.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sangli,2025-03-31,29241.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sangli,2025-06-30,26700.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sangli,2025-09-30,28911.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sangli,2025-10-31,19776.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sangli,2025-11-30,14572.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sangli,2025-12-31,4820.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Satara,2025-03-31,27146.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Satara,2025-09-30,32879.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Satara,2025-10-31,22788.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Satara,2025-11-30,16553.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Satara,2025-12-31,5113.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sindhudurg,2025-03-31,7006.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sindhudurg,2025-09-30,6803.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sindhudurg,2025-10-31,4947.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sindhudurg,2025-11-30,3402.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Sindhudurg,2025-12-31,1576.3333333333333,Medium Demand,Extend working hours
Maharashtra,Solapur,2025-03-31,47480.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Solapur,2025-07-31,46999.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Solapur,2025-09-30,46940.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Solapur,2025-10-31,33801.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Solapur,2025-11-30,28852.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Solapur,2025-12-31,16322.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Thane,2025-03-31,83701.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Thane,2025-04-30,70006.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Thane,2025-05-31,69481.66666666667,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Thane,2025-06-30,66652.33333333333,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Thane,2025-07-31,76585.33333333333,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Thane,2025-09-30,76989.66666666667,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Thane,2025-10-31,54764.666666666664,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Thane,2025-11-30,33071.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Thane,2025-12-31,15657.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Wardha,2025-03-31,15551.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Wardha,2025-07-31,14756.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Wardha,2025-09-30,14345.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Wardha,2025-10-31,9475.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Wardha,2025-11-30,5292.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Wardha,2025-12-31,1209.3333333333333,Medium Demand,Extend working hours
Maharashtra,Washim,2025-03-31,15657.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Washim,2025-06-30,15221.5,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Washim,2025-09-30,15763.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Washim,2025-10-31,10780.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Washim,2025-11-30,7809.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Washim,2025-12-31,2810.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Washim *,2025-09-30,147.0,Low Demand,No action required
Maharashtra,Washim *,2025-10-31,82.0,Low Demand,No action required
Maharashtra,Washim *,2025-11-30,114.33333333333333,Low Demand,No action required
Maharashtra,Washim *,2025-12-31,86.33333333333333,Low Demand,No action required
Maharashtra,Yavatmal,2025-03-31,46856.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Yavatmal,2025-06-30,40511.0,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Yavatmal,2025-09-30,39826.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Yavatmal,2025-10-31,26103.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Yavatmal,2025-11-30,22625.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Maharashtra,Yavatmal,2025-12-31,12068.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Bishnupur,2025-03-31,3976.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Bishnupur,2025-09-30,4135.5,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Bishnupur,2025-10-31,4453.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Bishnupur,2025-11-30,4351.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Bishnupur,2025-12-31,3075.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Chandel,2025-09-30,814.0,Medium Demand,Extend working hours
Manipur,Chandel,2025-10-31,568.0,Medium Demand,Extend working hours
Manipur,Chandel,2025-11-30,637.3333333333334,Medium Demand,Extend working hours
Manipur,Chandel,2025-12-31,416.0,Low Demand,No action required
Manipur,Churachandpur,2025-03-31,3626.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Churachandpur,2025-09-30,2699.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Churachandpur,2025-10-31,2242.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Churachandpur,2025-11-30,1359.6666666666667,Medium Demand,Extend working hours
Manipur,Churachandpur,2025-12-31,935.0,Medium Demand,Extend working hours
Manipur,Imphal East,2025-03-31,3735.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Imphal East,2025-09-30,4311.5,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Imphal East,2025-10-31,3590.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Imphal East,2025-11-30,4124.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Imphal East,2025-12-31,2995.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Imphal West,2025-03-31,3771.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Imphal West,2025-09-30,4877.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Imphal West,2025-10-31,3810.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Imphal West,2025-11-30,5112.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Imphal West,2025-12-31,3703.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Jiribam,2025-03-31,482.0,Low Demand,No action required
Manipur,Jiribam,2025-09-30,357.0,Low Demand,No action required
Manipur,Jiribam,2025-10-31,288.0,Low Demand,No action required
Manipur,Jiribam,2025-11-30,188.0,Low Demand,No action required
Manipur,Jiribam,2025-12-31,118.66666666666667,Low Demand,No action required
Manipur,Kakching,2025-09-30,665.0,Medium Demand,Extend working hours
Manipur,Kakching,2025-10-31,422.0,Low Demand,No action required
Manipur,Kakching,2025-11-30,301.0,Low Demand,No action required
Manipur,Kakching,2025-12-31,141.66666666666666,Low Demand,No action required
Manipur,Pherzawl,2025-09-30,3.0,Low Demand,No action required
Manipur,Pherzawl,2025-10-31,16.0,Low Demand,No action required
Manipur,Pherzawl,2025-11-30,15.0,Low Demand,No action required
Manipur,Pherzawl,2025-12-31,26.666666666666668,Low Demand,No action required
Manipur,Senapati,2025-03-31,2733.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Senapati,2025-09-30,2642.5,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Senapati,2025-10-31,2165.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Senapati,2025-11-30,2002.3333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Senapati,2025-12-31,1344.6666666666667,Medium Demand,Extend working hours
Manipur,Tamenglong,2025-03-31,1066.0,Medium Demand,Extend working hours
Manipur,Tamenglong,2025-09-30,917.0,Medium Demand,Extend working hours
Manipur,Tamenglong,2025-10-31,668.6666666666666,Medium Demand,Extend working hours
Manipur,Tamenglong,2025-11-30,577.3333333333334,Medium Demand,Extend working hours
Manipur,Tamenglong,2025-12-31,390.6666666666667,Low Demand,No action required
Manipur,Thoubal,2025-03-31,3709.0,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Thoubal,2025-09-30,5066.5,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Thoubal,2025-10-31,4751.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Thoubal,2025-11-30,4543.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Thoubal,2025-12-31,3219.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Manipur,Ukhrul,2025-09-30,1060.0,Medium Demand,Extend working hours
Manipur,Ukhrul,2025-10-31,567.0,Medium Demand,Extend working hours
Manipur,Ukhrul,2025-11-30,884.6666666666666,Medium Demand,Extend working hours
Manipur,Ukhrul,2025-12-31,636.0,Medium Demand,Extend working hours
Meghalaya,East Garo Hills,2025-03-31,968.0,Medium Demand,Extend working hours
Meghalaya,East Garo Hills,2025-09-30,1056.0,Medium Demand,Extend working hours
Meghalaya,East Garo Hills,2025-10-31,751.6666666666666,Medium Demand,Extend working hours
Meghalaya,East Garo Hills,2025-11-30,475.3333333333333,Low Demand,No action required
Meghalaya,East Garo Hills,2025-12-31,117.66666666666667,Low Demand,No action required
Meghalaya,East Jaintia Hills,2025-03-31,1022.0,Medium Demand,Extend working hours
Meghalaya,East Jaintia Hills,2025-09-30,820.5,Medium Demand,Extend working hours
Meghalaya,East Jaintia Hills,2025-10-31,565.6666666666666,Medium Demand,Extend working hours
Meghalaya,East Jaintia Hills,2025-11-30,252.0,Low Demand,No action required
Meghalaya,East Jaintia Hills,2025-12-31,71.33333333333333,Low Demand,No action required
Meghalaya,East Khasi Hills,2025-03-31,4252.0,High Demand,Deploy mobile Aadhaar van / add staff
Meghalaya,East Khasi Hills,2025-09-30,3745.0,High Demand,Deploy mobile Aadhaar van / add staff
Meghalaya,East Khasi Hills,2025-10-31,2719.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Meghalaya,East Khasi Hills,2025-11-30,1425.6666666666667,Medium Demand,Extend working hours
Meghalaya,East Khasi Hills,2025-12-31,548.3333333333334,Medium Demand,Extend working hours
Meghalaya,Eastern West Khasi Hills,2025-09-30,30.0,Low Demand,No action required
Meghalaya,Eastern West Khasi Hills,2025-10-31,16.5,Low Demand,No action required
Meghalaya,Eastern West Khasi Hills,2025-11-30,13.333333333333334,Low Demand,No action required
Meghalaya,Eastern West Khasi Hills,2025-12-31,4.666666666666667,Low Demand,No action required
Meghalaya,Jaintia Hills,2025-09-30,7.0,Low Demand,No action required
Meghalaya,Jaintia Hills,2025-10-31,5.0,Low Demand,No action required
Meghalaya,Jaintia Hills,2025-11-30,4.333333333333333,Low Demand,No action required
Meghalaya,Jaintia Hills,2025-12-31,2.6666666666666665,Low Demand,No action required
Meghalaya,North Garo Hills,2025-09-30,480.0,Low Demand,No action required
Meghalaya,North Garo Hills,2025-10-31,292.5,Low Demand,No action required
Meghalaya,North Garo Hills,2025-11-30,254.33333333333334,Low Demand,No action required
Meghalaya,North Garo Hills,2025-12-31,126.0,Low Demand,No action required
Meghalaya,Ri Bhoi,2025-03-31,2066.0,High Demand,Deploy mobile Aadhaar van / add staff
Meghalaya,Ri Bhoi,2025-09-30,1603.5,Medium Demand,Extend working hours
Meghalaya,Ri Bhoi,2025-10-31,1178.6666666666667,Medium Demand,Extend working hours
Meghalaya,Ri Bhoi,2025-11-30,550.6666666666666,Medium Demand,Extend working hours
Meghalaya,Ri Bhoi,2025-12-31,279.3333333333333,Low Demand,No action required
Meghalaya,South Garo Hills,2025-03-31,986.0,Medium Demand,Extend working hours
Meghalaya,South Garo Hills,2025-09-30,699.0,Medium Demand,Extend working hours
Meghalaya,South Garo Hills,2025-10-31,490.3333333333333,Low Demand,No action required
Meghalaya,South Garo Hills,2025-11-30,197.0,Low Demand,No action required
Meghalaya,South Garo Hills,2025-12-31,87.33333333333333,Low Demand,No action required
Meghalaya,South West Garo Hills,2025-03-31,2053.0,High Demand,Deploy mobile Aadhaar van / add staff
Meghalaya,South West Garo Hills,2025-09-30,1532.0,Medium Demand,Extend working hours
Meghalaya,South West Garo Hills,2025-10-31,1058.0,Medium Demand,Extend working hours
Meghalaya,South West Garo Hills,2025-11-30,432.3333333333333,Low Demand,No action required
Meghalaya,South West Garo Hills,2025-12-31,148.66666666666666,Low Demand,No action required
Meghalaya,South West Khasi Hills,2025-03-31,1397.0,Medium Demand,Extend working hours
Meghalaya,South West Khasi Hills,2025-09-30,944.5,Medium Demand,Extend working hours
Meghalaya,South West Khasi Hills,2025-10-31,636.6666666666666,Medium Demand,Extend working hours
Meghalaya,South West Khasi Hills,2025-11-30,191.0,Low Demand,No action required
Meghalaya,South West Khasi Hills,2025-12-31,51.333333333333336,Low Demand,No action required
Meghalaya,West Garo Hills,2025-03-31,6618.0,High Demand,Deploy mobile Aadhaar van / add staff
Meghalaya,West Garo Hills,2025-09-30,5026.0,High Demand,Deploy mobile Aadhaar van / add staff
Meghalaya,West Garo Hills,2025-10-31,3513.0,High Demand,Deploy mobile Aadhaar van / add staff
Meghalaya,West Garo Hills,2025-11-30,1565.6666666666667,Medium Demand,Extend working hours
Meghalaya,West Garo Hills,2025-12-31,519.3333333333334,Medium Demand,Extend working hours
Meghalaya,West Jaintia Hills,2025-03-31,2550.0,High Demand,Deploy mobile Aadhaar van / add staff
Meghalaya,West Jaintia Hills,2025-09-30,1776.5,Medium Demand,Extend working hours
Meghalaya,West Jaintia Hills,2025-10-31,1214.6666666666667,Medium Demand,Extend working hours
Meghalaya,West Jaintia Hills,2025-11-30,416.3333333333333,Low Demand,No action required
Meghalaya,West Jaintia Hills,2025-12-31,179.33333333333334,Low Demand,No action required
Meghalaya,West Khasi Hills,2025-03-31,1946.0,Medium Demand,Extend working hours
Meghalaya,West Khasi Hills,2025-09-30,1740.5,Medium Demand,Extend working hours
Meghalaya,West Khasi Hills,2025-10-31,1271.6666666666667,Medium Demand,Extend working hours
Meghalaya,West Khasi Hills,2025-11-30,684.6666666666666,Medium Demand,Extend working hours
Meghalaya,West Khasi Hills,2025-12-31,221.66666666666666,Low Demand,No action required
Mizoram,Aizawl,2025-03-31,17071.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Aizawl,2025-09-30,10200.5,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Aizawl,2025-10-31,6920.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Aizawl,2025-11-30,1347.0,Medium Demand,Extend working hours
Mizoram,Aizawl,2025-12-31,367.6666666666667,Low Demand,No action required
Mizoram,Champhai,2025-03-31,8832.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Champhai,2025-06-30,5231.5,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Champhai,2025-09-30,3836.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Champhai,2025-10-31,937.0,Medium Demand,Extend working hours
Mizoram,Champhai,2025-11-30,413.6666666666667,Low Demand,No action required
Mizoram,Champhai,2025-12-31,103.66666666666667,Low Demand,No action required
Mizoram,Hnahthial,2025-09-30,9.0,Low Demand,No action required
Mizoram,Hnahthial,2025-11-30,8.5,Low Demand,No action required
Mizoram,Hnahthial,2025-12-31,7.666666666666667,Low Demand,No action required
Mizoram,Khawzawl,2025-09-30,7.0,Low Demand,No action required
Mizoram,Khawzawl,2025-10-31,4.0,Low Demand,No action required
Mizoram,Khawzawl,2025-12-31,3.3333333333333335,Low Demand,No action required
Mizoram,Kolasib,2025-04-30,2924.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Kolasib,2025-05-31,2029.5,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Kolasib,2025-09-30,1499.3333333333333,Medium Demand,Extend working hours
Mizoram,Kolasib,2025-10-31,537.6666666666666,Medium Demand,Extend working hours
Mizoram,Kolasib,2025-11-30,190.66666666666666,Low Demand,No action required
Mizoram,Kolasib,2025-12-31,52.0,Low Demand,No action required
Mizoram,Lawngtlai,2025-04-30,3052.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Lawngtlai,2025-09-30,2167.5,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Lawngtlai,2025-10-31,1473.0,Medium Demand,Extend working hours
Mizoram,Lawngtlai,2025-11-30,499.0,Low Demand,No action required
Mizoram,Lawngtlai,2025-12-31,132.66666666666666,Low Demand,No action required
Mizoram,Lunglei,2025-03-31,6182.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Lunglei,2025-09-30,3417.5,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Lunglei,2025-10-31,2319.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Lunglei,2025-11-30,345.0,Low Demand,No action required
Mizoram,Lunglei,2025-12-31,194.33333333333334,Low Demand,No action required
Mizoram,Mamit,2025-03-31,5024.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Mamit,2025-09-30,2707.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Mamit,2025-10-31,1822.6666666666667,Medium Demand,Extend working hours
Mizoram,Mamit,2025-11-30,161.33333333333334,Low Demand,No action required
Mizoram,Mamit,2025-12-31,54.666666666666664,Low Demand,No action required
Mizoram,Mammit,2025-09-30,131.0,Low Demand,No action required
Mizoram,Mammit,2025-10-31,77.0,Low Demand,No action required
Mizoram,Mammit,2025-11-30,54.0,Low Demand,No action required
Mizoram,Mammit,2025-12-31,16.0,Low Demand,No action required
Mizoram,Saiha,2025-03-31,3430.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Saiha,2025-09-30,1881.0,Medium Demand,Extend working hours
Mizoram,Saiha,2025-10-31,1285.3333333333333,Medium Demand,Extend working hours
Mizoram,Saiha,2025-11-30,150.33333333333334,Low Demand,No action required
Mizoram,Saiha,2025-12-31,47.0,Low Demand,No action required
Mizoram,Saitual,2025-09-30,18.0,Low Demand,No action required
Mizoram,Saitual,2025-10-31,12.5,Low Demand,No action required
Mizoram,Saitual,2025-11-30,8.666666666666666,Low Demand,No action required
Mizoram,Serchhip,2025-03-31,4624.0,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Serchhip,2025-04-30,2959.5,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Serchhip,2025-09-30,2243.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Mizoram,Serchhip,2025-10-31,707.6666666666666,Medium Demand,Extend working hours
Mizoram,Serchhip,2025-11-30,283.3333333333333,Low Demand,No action required
Mizoram,Serchhip,2025-12-31,26.333333333333332,Low Demand,No action required
Nagaland,Chumukedima,2025-03-31,163.0,Low Demand,No action required
Nagaland,Chumukedima,2025-09-30,128.0,Low Demand,No action required
Nagaland,Chumukedima,2025-10-31,114.33333333333333,Low Demand,No action required
Nagaland,Chumukedima,2025-11-30,96.66666666666667,Low Demand,No action required
Nagaland,Chumukedima,2025-12-31,80.66666666666667,Low Demand,No action required
Nagaland,Dimapur,2025-03-31,3532.0,High Demand,Deploy mobile Aadhaar van / add staff
Nagaland,Dimapur,2025-09-30,2898.0,High Demand,Deploy mobile Aadhaar van / add staff
Nagaland,Dimapur,2025-10-31,1997.0,Medium Demand,Extend working hours
Nagaland,Dimapur,2025-11-30,940.6666666666666,Medium Demand,Extend working hours
Nagaland,Dimapur,2025-12-31,253.33333333333334,Low Demand,No action required
Nagaland,Kiphire,2025-03-31,1303.0,Medium Demand,Extend working hours
Nagaland,Kiphire,2025-09-30,914.5,Medium Demand,Extend working hours
Nagaland,Kiphire,2025-10-31,631.3333333333334,Medium Demand,Extend working hours
Nagaland,Kiphire,2025-11-30,223.0,Low Demand,No action required
Nagaland,Kiphire,2025-12-31,61.666666666666664,Low Demand,No action required
Nagaland,Kohima,2025-09-30,1704.0,Medium Demand,Extend working hours
Nagaland,Kohima,2025-10-31,893.0,Medium Demand,Extend working hours
Nagaland,Kohima,2025-11-30,635.6666666666666,Medium Demand,Extend working hours
Nagaland,Kohima,2025-12-31,105.66666666666667,Low Demand,No action required
Nagaland,Longleng,2025-09-30,176.0,Low Demand,No action required
Nagaland,Longleng,2025-10-31,93.5,Low Demand,No action required
Nagaland,Longleng,2025-11-30,72.0,Low Demand,No action required
Nagaland,Longleng,2025-12-31,25.333333333333332,Low Demand,No action required
Nagaland,Meluri,2025-09-30,122.0,Low Demand,No action required
Nagaland,Meluri,2025-11-30,66.0,Low Demand,No action required
Nagaland,Meluri,2025-12-31,44.666666666666664,Low Demand,No action required
Nagaland,Mokokchung,2025-03-31,1104.0,Medium Demand,Extend working hours
Nagaland,Mokokchung,2025-09-30,1174.0,Medium Demand,Extend working hours
Nagaland,Mokokchung,2025-10-31,793.6666666666666,Medium Demand,Extend working hours
Nagaland,Mokokchung,2025-11-30,489.6666666666667,Low Demand,No action required
Nagaland,Mokokchung,2025-12-31,104.66666666666667,Low Demand,No action required
Nagaland,Mon,2025-03-31,2202.0,High Demand,Deploy mobile Aadhaar van / add staff
Nagaland,Mon,2025-09-30,1728.5,Medium Demand,Extend working hours
Nagaland,Mon,2025-10-31,1211.0,Medium Demand,Extend working hours
Nagaland,Mon,2025-11-30,524.0,Medium Demand,Extend working hours
Nagaland,Mon,2025-12-31,163.0,Low Demand,No action required
Nagaland,Niuland,2025-09-30,35.0,Low Demand,No action required
Nagaland,Niuland,2025-10-31,26.0,Low Demand,No action required
Nagaland,Niuland,2025-11-30,20.0,Low Demand,No action required
Nagaland,Niuland,2025-12-31,16.333333333333332,Low Demand,No action required
Nagaland,Noklak,2025-09-30,99.0,Low Demand,No action required
Nagaland,Noklak,2025-10-31,62.0,Low Demand,No action required
Nagaland,Noklak,2025-11-30,57.333333333333336,Low Demand,No action required
Nagaland,Noklak,2025-12-31,29.333333333333332,Low Demand,No action required
Nagaland,Peren,2025-03-31,1126.0,Medium Demand,Extend working hours
Nagaland,Peren,2025-09-30,840.5,Medium Demand,Extend working hours
Nagaland,Peren,2025-10-31,578.6666666666666,Medium Demand,Extend working hours
Nagaland,Peren,2025-11-30,220.33333333333334,Low Demand,No action required
Nagaland,Peren,2025-12-31,56.666666666666664,Low Demand,No action required
Nagaland,Phek,2025-09-30,936.0,Medium Demand,Extend working hours
