state,district,date,pincode,age_0_5,age_5_17,age_18_greater
Haryana,Jhajjar,2025-09-30,34164618,804,36,2
Haryana,Jhajjar,2025-10-31,13540729,318,11,0
Haryana,Jhajjar *,2025-09-30,124102,0,1,0
Haryana,Jind,2025-09-30,29258711,1245,29,0
Haryana,Jind,2025-10-31,11350303,466,12,0
Haryana,Kaithal,2025-06-30,136027,406,19,10
Haryana,Kaithal,2025-09-30,27480178,790,20,0
Haryana,Kaithal,2025-10-31,11835672,273,12,0
Haryana,Karnal,2025-09-30,38693731,1285,66,1
Haryana,Karnal,2025-10-31,15055045,477,19,0
Haryana,Kurukshetra,2025-06-30,136119,72,10,11
Haryana,Kurukshetra,2025-09-30,28313307,639,23,0
Haryana,Kurukshetra,2025-10-31,11025700,277,10,0
Haryana,Mahendragarh,2025-09-30,20298685,783,56,1
Haryana,Mahendragarh,2025-10-31,7996434,284,18,0
Haryana,Mewat,2025-05-31,122508,1169,147,11
Haryana,Mewat,2025-09-30,17961179,1281,117,3
Haryana,Mewat,2025-10-31,7697077,879,45,0
Haryana,Nuh,2025-06-30,244616,1251,213,42
Haryana,Palwal,2025-09-30,17316543,1117,125,2
Haryana,Palwal,2025-10-31,6902451,551,36,1
Haryana,Panchkula,2025-09-30,23454368,308,31,0
Haryana,Panchkula,2025-10-31,9917068,141,8,1
Haryana,Panipat,2025-06-30,132103,776,87,14
Haryana,Panipat,2025-07-31,132103,1344,169,10
Haryana,Panipat,2025-09-30,28800320,1076,108,6
Haryana,Panipat,2025-10-31,9380080,373,22,3
Haryana,Rewari,2025-09-30,28952607,630,62,2
Haryana,Rewari,2025-10-31,10350217,281,11,2
Haryana,Rohtak,2025-06-30,124001,420,56,52
Haryana,Rohtak,2025-09-30,31188997,829,47,1
Haryana,Rohtak,2025-10-31,12176499,344,19,1
Haryana,Sirsa,2025-09-30,30272175,811,66,0
Haryana,Sirsa,2025-10-31,12759344,379,23,0
Haryana,Sonipat,2025-06-30,131001,360,46,23
Haryana,Sonipat,2025-09-30,49715766,1190,74,6
Haryana,Sonipat,2025-10-31,19807656,453,15,2
Haryana,Yamuna Nagar,2025-09-30,34588226,959,46,2
Haryana,Yamuna Nagar,2025-10-31,11449801,329,8,0
Haryana,Yamunanagar,2025-09-30,1755349,16,0,0
Haryana,Yamunanagar,2025-10-31,810138,9,1,0
Himachal Pradesh,Bilaspur,2025-09-30,32546076,254,3,0
Himachal Pradesh,Bilaspur,2025-10-31,15141362,145,3,0
Himachal Pradesh,Chamba,2025-09-30,38963633,360,23,1
Himachal Pradesh,Chamba,2025-10-31,21509419,229,9,0
Himachal Pradesh,Hamirpur,2025-09-30,37947692,271,4,0
Himachal Pradesh,Hamirpur,2025-10-31,20121557,151,3,0
Himachal Pradesh,Kangra,2025-09-30,144331231,1190,35,6
Himachal Pradesh,Kangra,2025-10-31,60972246,522,10,3
Himachal Pradesh,Kinnaur,2025-09-30,8261177,38,13,0
Himachal Pradesh,Kinnaur,2025-10-31,2753724,15,0,1
Himachal Pradesh,Kullu,2025-07-31,175101,57,24,33
Himachal Pradesh,Kullu,2025-09-30,26833096,178,20,11
Himachal Pradesh,Kullu,2025-10-31,18135608,127,10,13
Himachal Pradesh,Lahaul & Spiti,2025-10-31,175140,1,0,0
Himachal Pradesh,Lahul & Spiti,2025-09-30,3813702,23,1,0
Himachal Pradesh,Lahul & Spiti,2025-10-31,1222926,7,0,0
Himachal Pradesh,Mandi,2025-09-30,81037446,669,17,3
Himachal Pradesh,Mandi,2025-10-31,36396998,340,7,3
Himachal Pradesh,Shimla,2025-09-30,50877114,374,69,1
Himachal Pradesh,Shimla,2025-10-31,30162356,226,19,6
Himachal Pradesh,Sirmaur,2025-09-30,34933621,480,30,2
Himachal Pradesh,Sirmaur,2025-10-31,13497561,184,11,2
Himachal Pradesh,Solan,2025-09-30,35169634,303,29,0
Himachal Pradesh,Solan,2025-10-31,14197599,148,11,2
Himachal Pradesh,Una,2025-09-30,45187482,336,9,0
Himachal Pradesh,Una,2025-10-31,22690093,187,1,0
Jammu & Kashmir,Anantnag,2025-09-30,48238287,861,104,1
Jammu & Kashmir,Anantnag,2025-10-31,20563870,398,55,1
Jammu & Kashmir,Badgam,2025-09-30,24169407,473,85,0
Jammu & Kashmir,Badgam,2025-10-31,9780620,182,25,0
Jammu & Kashmir,Bandipore,2025-09-30,17219420,366,101,2
Jammu & Kashmir,Bandipore,2025-10-31,7932071,204,46,4
Jammu & Kashmir,Bandipur,2025-10-31,193502,1,0,0
Jammu & Kashmir,Baramula,2025-05-31,193201,136,39,12
Jammu & Kashmir,Baramula,2025-09-30,51975984,784,163,3
Jammu & Kashmir,Baramula,2025-10-31,21060291,312,68,5
Jammu & Kashmir,Budgam,2025-09-30,18042150,218,16,0
Jammu & Kashmir,Budgam,2025-10-31,8634375,120,4,3
Jammu & Kashmir,Doda,2025-07-31,182203,261,260,17
Jammu & Kashmir,Doda,2025-09-30,29695777,270,145,0
Jammu & Kashmir,Doda,2025-10-31,19675602,802,153,0
Jammu & Kashmir,Ganderbal,2025-09-30,16832949,246,27,0
Jammu & Kashmir,Ganderbal,2025-10-31,5926505,94,7,0
Jammu & Kashmir,Jammu,2025-05-31,181221,55,16,10
Jammu & Kashmir,Jammu,2025-09-30,114209511,1173,313,10
Jammu & Kashmir,Jammu,2025-10-31,46347376,529,120,0
Jammu & Kashmir,Kargil,2025-09-30,13787937,102,40,0
Jammu & Kashmir,Kargil,2025-10-31,7379237,40,25,0
Jammu & Kashmir,Kathua,2025-09-30,45854604,475,91,0
Jammu & Kashmir,Kathua,2025-10-31,20810106,243,44,4
Jammu & Kashmir,Kishtwar,2025-09-30,10750047,181,45,1
Jammu & Kashmir,Kishtwar,2025-10-31,5466120,150,41,0
Jammu & Kashmir,Kulgam,2025-09-30,9418966,245,62,0
Jammu & Kashmir,Kulgam,2025-10-31,4421196,132,38,0
Jammu & Kashmir,Kupwara,2025-09-30,28406158,672,161,0
Jammu & Kashmir,Kupwara,2025-10-31,12560599,386,71,5
Jammu & Kashmir,Leh,2025-09-30,5632152,32,12,1
Jammu & Kashmir,Leh,2025-10-31,4271851,34,11,0
Jammu & Kashmir,Leh (ladakh),2025-10-31,194201,1,0,0
Jammu & Kashmir,Pulwama,2025-09-30,28994328,457,40,0
Jammu & Kashmir,Pulwama,2025-10-31,13633568,281,16,6
Jammu & Kashmir,Punch,2025-04-30,185121,142,59,10
Jammu & Kashmir,Punch,2025-09-30,17585337,352,142,0
Jammu & Kashmir,Punch,2025-10-31,7774563,237,75,1
Jammu & Kashmir,Rajouri,2025-09-30,38515281,513,166,0
Jammu & Kashmir,Rajouri,2025-10-31,15924915,189,72,0
Jammu & Kashmir,Ramban,2025-09-30,16393081,204,132,0
Jammu & Kashmir,Ramban,2025-10-31,8378678,193,86,0
Jammu & Kashmir,Reasi,2025-09-30,21205204,242,113,0
Jammu & Kashmir,Reasi,2025-10-31,8762175,144,79,0
Jammu & Kashmir,Samba,2025-09-30,15709410,150,12,0
Jammu & Kashmir,Samba,2025-10-31,8590206,82,12,1
Jammu & Kashmir,Shopian,2025-07-31,192303,308,84,20
Jammu & Kashmir,Shupiyan,2025-09-30,4615272,141,33,1
Jammu & Kashmir,Shupiyan,2025-10-31,2307636,77,20,0
Jammu & Kashmir,Srinagar,2025-09-30,76640732,1011,83,1
Jammu & Kashmir,Srinagar,2025-10-31,31956617,432,47,8
Jammu & Kashmir,Udhampur,2025-09-30,39036412,495,95,4
Jammu & Kashmir,Udhampur,2025-10-31,19692935,222,46,2
Jharkhand,Bokaro,2025-09-30,407316177,1061,845,4
Jharkhand,Bokaro,2025-10-31,177995460,491,304,5
Jharkhand,Bokaro *,2025-10-31,829144,1,0,0
Jharkhand,Chatra,2025-06-30,825401,246,218,10
Jharkhand,Chatra,2025-07-31,825103,330,161,10
Jharkhand,Chatra,2025-09-30,132056171,954,760,3
Jharkhand,Chatra,2025-10-31,55298036,383,301,3
Jharkhand,Deoghar,2025-03-31,815353,12,25,18
Jharkhand,Deoghar,2025-04-30,815353,371,342,10
Jharkhand,Deoghar,2025-09-30,250021459,1050,993,16
Jharkhand,Deoghar,2025-10-31,111574470,600,490,52
Jharkhand,Dhanbad,2025-07-31,2484423,782,722,34
Jharkhand,Dhanbad,2025-09-30,625954063,1983,1346,11
Jharkhand,Dhanbad,2025-10-31,255018385,1119,425,7
Jharkhand,Dumka,2025-04-30,814119,34,32,23
Jharkhand,Dumka,2025-06-30,814119,74,110,14
Jharkhand,Dumka,2025-07-31,814119,61,117,10
Jharkhand,Dumka,2025-09-30,308646489,827,963,8
Jharkhand,Dumka,2025-10-31,140071527,388,421,13
Jharkhand,East Singhbhum,2025-04-30,832104,55,54,11
Jharkhand,East Singhbhum,2025-07-31,832110,180,100,13
Jharkhand,East Singhbhum,2025-09-30,419097832,1572,808,10
Jharkhand,East Singhbhum,2025-10-31,173787568,733,254,9
Jharkhand,East Singhbum,2025-07-31,3325130,848,546,53
Jharkhand,Garhwa,2025-09-30,171001289,1431,565,0
Jharkhand,Garhwa,2025-10-31,72346697,570,203,7
Jharkhand,Garhwa *,2025-09-30,38639646,87,28,0
Jharkhand,Garhwa *,2025-10-31,15620278,50,7,0
Jharkhand,Giridih,2025-07-31,1630613,871,921,27
Jharkhand,Giridih,2025-09-30,362329642,2033,1714,21
Jharkhand,Giridih,2025-10-31,150854827,972,816,9
Jharkhand,Godda,2025-04-30,814153,79,46,11
Jharkhand,Godda,2025-09-30,192944064,995,765,1
Jharkhand,Godda,2025-10-31,78967304,377,271,0
Jharkhand,Gumla,2025-06-30,835207,228,131,10
Jharkhand,Gumla,2025-07-31,1670551,383,286,23
Jharkhand,Gumla,2025-09-30,280637829,1281,927,2
Jharkhand,Gumla,2025-10-31,118602984,454,274,25
Jharkhand,Hazaribag,2025-09-30,71811180,120,67,0
Jharkhand,Hazaribag,2025-10-31,33013375,63,35,0
Jharkhand,Hazaribagh,2025-04-30,825301,169,65,14
Jharkhand,Hazaribagh,2025-09-30,349240835,1234,717,0
Jharkhand,Hazaribagh,2025-10-31,137035162,611,357,0
Jharkhand,Jamtara,2025-09-30,106793546,1140,424,1
Jharkhand,Jamtara,2025-10-31,48912925,491,220,3
Jharkhand,Khunti,2025-06-30,835216,91,148,11
Jharkhand,Khunti,2025-07-31,835210,146,196,14
Jharkhand,Khunti,2025-09-30,124436577,376,320,9
Jharkhand,Khunti,2025-10-31,54284391,182,120,1
Jharkhand,Kodarma,2025-09-30,42920418,59,48,0
Jharkhand,Kodarma,2025-10-31,20634623,32,25,0
Jharkhand,Koderma,2025-09-30,151033476,767,401,0
Jharkhand,Koderma,2025-10-31,59422781,279,183,5
Jharkhand,Latehar,2025-09-30,143835162,600,384,1
Jharkhand,Latehar,2025-10-31,53714051,164,75,0
Jharkhand,Lohardaga,2025-04-30,835302,187,104,17
Jharkhand,Lohardaga,2025-06-30,835302,165,174,21
Jharkhand,Lohardaga,2025-09-30,91044416,388,277,1
Jharkhand,Lohardaga,2025-10-31,30069853,155,87,5
Jharkhand,Pakaur,2025-09-30,39173069,105,67,0
Jharkhand,Pakaur,2025-10-31,13057690,24,7,0
Jharkhand,Pakur,2025-04-30,816107,579,372,11
Jharkhand,Pakur,2025-06-30,816107,501,590,16
Jharkhand,Pakur,2025-07-31,816107,994,1023,11
Jharkhand,Pakur,2025-09-30,132975570,1005,662,5
Jharkhand,Pakur,2025-10-31,45686004,198,87,1
Jharkhand,Palamau,2025-09-30,27951907,78,23,0
Jharkhand,Palamau,2025-10-31,8221155,17,5,0
Jharkhand,Palamu,2025-09-30,287748355,1933,642,18
Jharkhand,Palamu,2025-10-31,117562755,784,229,4
Jharkhand,Pashchimi Singhbhum,2025-09-30,47494152,91,96,1
Jharkhand,Pashchimi Singhbhum,2025-10-31,23330111,55,41,0
Jharkhand,Purbi Singhbhum,2025-09-30,174553353,271,70,0
Jharkhand,Purbi Singhbhum,2025-10-31,74801876,151,24,0
Jharkhand,Ramgarh,2025-09-30,241013864,581,392,4
Jharkhand,Ramgarh,2025-10-31,122570830,308,164,1
Jharkhand,Ranchi,2025-04-30,4173644,552,481,87
Jharkhand,Ranchi,2025-06-30,1668003,259,273,34
Jharkhand,Ranchi,2025-07-31,5006438,792,682,121
Jharkhand,Ranchi,2025-09-30,533216975,1954,1079,8
Jharkhand,Ranchi,2025-10-31,221127987,1007,506,16
Jharkhand,Sahebganj,2025-09-30,199046827,977,893,9
Jharkhand,Sahebganj,2025-10-31,86487426,377,260,0
Jharkhand,Sahibganj,2025-09-30,26112406,53,68,0
Jharkhand,Sahibganj,2025-10-31,11425436,31,21,0
Jharkhand,Seraikela-Kharsawan,2025-09-30,212225839,671,337,3
Jharkhand,Seraikela-Kharsawan,2025-10-31,92384271,350,148,19
Jharkhand,Seraikela-kharsawan,2025-09-30,112376488,149,99,0
Jharkhand,Seraikela-kharsawan,2025-10-31,50765681,74,37,0
Jharkhand,Simdega,2025-09-30,126953239,622,288,0
Jharkhand,Simdega,2025-10-31,50948338,226,77,0
Jharkhand,West Singhbhum,2025-07-31,833201,320,440,16
Jharkhand,West Singhbhum,2025-09-30,217467650,1122,579,12
Jharkhand,West Singhbhum,2025-10-31,106651559,664,391,8
Karnataka,Bagalkot,2025-09-30,398680470,2055,384,34
Karnataka,Bagalkot,2025-10-31,148551316,598,113,1
Karnataka,Bagalkot *,2025-09-30,36992183,77,8,0
Karnataka,Bagalkot *,2025-10-31,13505338,23,3,0
Karnataka,Ballari,2025-09-30,253084543,893,114,24
Karnataka,Ballari,2025-10-31,88053916,264,31,4
Karnataka,Bangalore,2025-09-30,667793178,1661,354,1
Karnataka,Bangalore,2025-10-31,278964750,782,207,1
Karnataka,Bangalore Rural,2025-05-31,1122181,176,35,29
Karnataka,Bangalore Rural,2025-09-30,136460693,568,62,27
Karnataka,Bangalore Rural,2025-10-31,58395867,220,24,22
Karnataka,Belagavi,2025-09-30,769582560,2418,254,25
Karnataka,Belagavi,2025-10-31,295541584,851,83,24
Karnataka,Belgaum,2025-09-30,714636682,2097,363,1
Karnataka,Belgaum,2025-10-31,251810862,675,97,1
Karnataka,Bellary,2025-09-30,347558270,1407,285,0
Karnataka,Bellary,2025-10-31,117213091,379,74,0
Karnataka,Bengaluru,2025-04-30,19042045,5774,1026,1047
Karnataka,Bengaluru,2025-05-31,17361971,2659,1723,869
Karnataka,Bengaluru,2025-09-30,1030241777,3557,1001,559
Karnataka,Bengaluru,2025-10-31,400557640,1517,533,288
Karnataka,Bengaluru Rural,2025-06-30,1680203,511,312,311
Karnataka,Bengaluru Rural,2025-07-31,2802373,927,417,310
Karnataka,Bengaluru Rural,2025-09-30,562163,0,1,0
Karnataka,Bengaluru Rural,2025-10-31,562163,1,0,0
Karnataka,Bengaluru South,2025-09-30,1686351,1,0,2
Karnataka,Bengaluru South,2025-10-31,562138,0,1,0
Karnataka,Bengaluru Urban,2025-03-31,6720621,309,192,231
Karnataka,Bengaluru Urban,2025-06-30,22404436,5062,3223,1838
Karnataka,Bengaluru Urban,2025-07-31,25208642,6740,3752,1727
Karnataka,Bidar,2025-07-31,585437,107,52,10
Karnataka,Bidar,2025-09-30,279807899,1237,367,6
Karnataka,Bidar,2025-10-31,105951394,473,97,6
Karnataka,Bijapur,2025-09-30,412068094,1375,440,1
Karnataka,Bijapur,2025-10-31,134816373,327,96,2
Karnataka,Chamarajanagar,2025-09-30,38276038,72,10,0
Karnataka,Chamarajanagar,2025-10-31,13713497,33,4,0
Karnataka,Chamarajanagar *,2025-09-30,4570124,8,0,0
Karnataka,Chamarajanagar *,2025-10-31,2285434,4,0,0
Karnataka,Chamrajanagar,2025-09-30,162247795,594,88,8
Karnataka,Chamrajanagar,2025-10-31,62272946,264,20,4
Karnataka,Chamrajnagar,2025-09-30,49699622,96,13,0
Karnataka,Chamrajnagar,2025-10-31,22281547,48,3,0
Karnataka,Chickmagalur,2025-09-30,149490012,326,27,0
Karnataka,Chickmagalur,2025-10-31,57143639,134,15,0
Karnataka,Chikkaballapur,2025-09-30,208510822,903,94,5
Karnataka,Chikkaballapur,2025-10-31,83168480,346,42,0
Karnataka,Chikkamagaluru,2025-09-30,132179294,294,28,19
Karnataka,Chikkamagaluru,2025-10-31,55411002,136,12,0
Karnataka,Chikmagalur,2025-09-30,21357267,37,3,0
Karnataka,Chikmagalur,2025-10-31,9813044,21,2,0
Karnataka,Chitradurga,2025-09-30,295120682,1053,94,5
Karnataka,Chitradurga,2025-10-31,127635274,513,47,9
Karnataka,Dakshina Kannada,2025-09-30,557801426,1658,119,5
Karnataka,Dakshina Kannada,2025-10-31,254495971,821,77,42
Karnataka,Davanagere,2025-09-30,78611975,161,10,0
Karnataka,Davanagere,2025-10-31,27734817,42,8,0
Karnataka,Davangere,2025-09-30,357163858,1316,111,9
Karnataka,Davangere,2025-10-31,128274701,478,58,6
Karnataka,Dharwad,2025-09-30,366889138,1536,111,3
Karnataka,Dharwad,2025-10-31,117265577,472,46,0
Karnataka,Gadag,2025-09-30,241007230,1786,141,19
Karnataka,Gadag,2025-10-31,87321941,351,26,1
Karnataka,Gadag *,2025-09-30,26777436,59,8,0
Karnataka,Gadag *,2025-10-31,3492636,7,0,0
Karnataka,Gulbarga,2025-09-30,330078076,1151,235,0
Karnataka,Gulbarga,2025-10-31,132850247,401,61,0
Karnataka,Hasan,2025-09-30,124372853,266,12,0
Karnataka,Hasan,2025-10-31,46425603,98,4,0
Karnataka,Hassan,2025-09-30,256771837,728,33,0
Karnataka,Hassan,2025-10-31,95143794,244,13,1
Karnataka,Haveri,2025-09-30,281277253,1233,118,22
Karnataka,Haveri,2025-10-31,97631437,399,27,6
Karnataka,Haveri *,2025-09-30,13946755,30,1,0
Karnataka,Haveri *,2025-10-31,6392407,12,0,0
Karnataka,Kalaburagi,2025-04-30,585104,560,31,17
Karnataka,Kalaburagi,2025-09-30,317787646,1093,215,10
Karnataka,Kalaburagi,2025-10-31,113538365,388,44,2
Karnataka,Kodagu,2025-09-30,111413982,262,20,12
Karnataka,Kodagu,2025-10-31,47986403,105,15,5
Karnataka,Kolar,2025-09-30,244398276,1129,103,7
Karnataka,Kolar,2025-10-31,88409445,359,35,5
Karnataka,Koppal,2025-09-30,258979490,1395,278,11
Karnataka,Koppal,2025-10-31,103243059,433,81,5
Karnataka,Mandya,2025-09-30,282877207,832,45,1
Karnataka,Mandya,2025-10-31,122865543,381,16,0
Karnataka,Mysore,2025-09-30,288830386,739,63,1
Karnataka,Mysore,2025-10-31,127866898,385,23,0
Karnataka,Mysuru,2025-04-30,570019,456,19,10
Karnataka,Mysuru,2025-07-31,1712232,349,138,80
Karnataka,Mysuru,2025-09-30,313317010,871,132,77
Karnataka,Mysuru,2025-10-31,134675779,357,31,8
Karnataka,Raichur,2025-06-30,584128,290,127,11
Karnataka,Raichur,2025-09-30,364497804,2095,730,28
Karnataka,Raichur,2025-10-31,150121291,823,193,17
Karnataka,Ramanagar,2025-09-30,172558811,950,255,4
Karnataka,Ramanagar,2025-10-31,60168073,274,40,0
Karnataka,Ramanagara,2025-07-31,562160,168,24,12
Karnataka,Shimoga,2025-09-30,251718802,648,58,0
Karnataka,Shimoga,2025-10-31,82559978,203,12,0
Karnataka,Shivamogga,2025-09-30,248252458,636,75,0
Karnataka,Shivamogga,2025-10-31,82557593,205,19,2
Karnataka,Tumakuru,2025-09-30,322518172,811,48,24
Karnataka,Tumakuru,2025-10-31,129801294,358,18,1
Karnataka,Tumkur,2025-09-30,323606308,798,57,0
Karnataka,Tumkur,2025-10-31,129218522,332,22,0
Karnataka,Udupi,2025-09-30,404104515,1413,61,9
Karnataka,Udupi,2025-10-31,150212085,465,36,9
Karnataka,Uttara Kannada,2025-09-30,347062538,906,67,4
Karnataka,Uttara Kannada,2025-10-31,131383888,322,30,5
Karnataka,Vijayanagara,2025-09-30,207027375,662,106,22
Karnataka,Vijayanagara,2025-10-31,73479940,199,29,3
Karnataka,Vijayapura,2025-07-31,586101,363,77,10
Karnataka,Vijayapura,2025-09-30,451340093,1785,364,29
Karnataka,Vijayapura,2025-10-31,128954774,359,70,11
Karnataka,Yadgir,2025-04-30,1170492,536,89,21
Karnataka,Yadgir,2025-09-30,245810721,1390,452,11
Karnataka,Yadgir,2025-10-31,101250608,533,115,2
Karnataka,yadgir,2025-09-30,86029781,214,48,0
Karnataka,yadgir,2025-10-31,28676478,60,11,0
Kerala,Alappuzha,2025-09-30,498363200,713,275,5
Kerala,Alappuzha,2025-10-31,243286603,368,127,9
Kerala,Ernakulam,2025-06-30,686673,70,58,11
Kerala,Ernakulam,2025-07-31,1364036,87,111,26
Kerala,Ernakulam,2025-09-30,738168345,1092,559,17
Kerala,Ernakulam,2025-10-31,378543031,615,213,27
Kerala,Idukki,2025-09-30,257091659,415,94,1
Kerala,Idukki,2025-10-31,114489358,197,43,7
Kerala,Kannur,2025-07-31,670003,17,38,15
Kerala,Kannur,2025-09-30,649724644,1039,553,33
Kerala,Kannur,2025-10-31,295021504,491,185,25
Kerala,Kasaragod,2025-09-30,277265470,662,239,0
Kerala,Kasaragod,2025-10-31,138970053,332,110,16
Kerala,Kasargod,2025-09-30,46327321,64,13,0
Kerala,Kasargod,2025-10-31,30883946,41,17,0
Kerala,Kollam,2025-05-31,691532,34,12,10
Kerala,Kollam,2025-09-30,648333391,1069,322,24
Kerala,Kollam,2025-10-31,301366365,480,142,42
Kerala,Kottayam,2025-09-30,470193265,690,221,4
Kerala,Kottayam,2025-10-31,241616539,371,106,8
Kerala,Kozhikode,2025-09-30,672042114,1208,606,11
Kerala,Kozhikode,2025-10-31,319860418,571,242,40
Kerala,Malappuram,2025-05-31,679325,135,121,10
Kerala,Malappuram,2025-09-30,1010180066,2367,1187,31
Kerala,Malappuram,2025-10-31,476007189,1173,590,52
Kerala,Palakkad,2025-09-30,720914506,1208,433,3
Kerala,Palakkad,2025-10-31,366577431,659,190,43
Kerala,Pathanamthitta,2025-09-30,313817015,413,142,14
Kerala,Pathanamthitta,2025-10-31,158625805,205,58,18
Kerala,Thiruvananthapuram,2025-05-31,695305,32,15,11
Kerala,Thiruvananthapuram,2025-07-31,2085326,54,67,59
Kerala,Thiruvananthapuram,2025-09-30,761379765,1239,404,14
Kerala,Thiruvananthapuram,2025-10-31,409547148,726,189,36
Kerala,Thrissur,2025-06-30,680307,15,22,10
Kerala,Thrissur,2025-09-30,807688597,1184,538,19
Kerala,Thrissur,2025-10-31,462022008,765,265,42
Kerala,Wayanad,2025-09-30,143952021,296,75,3
Kerala,Wayanad,2025-10-31,63902530,141,38,2
Ladakh,Kargil,2025-09-30,12231734,101,44,0
Ladakh,Kargil,2025-10-31,6213332,27,26,2
Ladakh,Leh,2025-09-30,3883836,23,2,5
Ladakh,Leh,2025-10-31,2136117,16,2,2
Lakshadweep,Lakshadweep,2025-09-30,35492858,60,4,0
Lakshadweep,Lakshadweep,2025-10-31,14333663,27,2,0
Madhya Pradesh,Agar Malwa,2025-09-30,59574146,392,186,5
Madhya Pradesh,Agar Malwa,2025-10-31,21874523,126,43,0
Madhya Pradesh,Alirajpur,2025-04-30,457990,134,105,15
Madhya Pradesh,Alirajpur,2025-05-31,457882,66,42,25
Madhya Pradesh,Alirajpur,2025-06-30,1831652,376,586,84
Madhya Pradesh,Alirajpur,2025-07-31,1373870,498,884,93
Madhya Pradesh,Alirajpur,2025-09-30,69144225,481,729,15
Madhya Pradesh,Alirajpur,2025-10-31,24726692,242,148,0
Madhya Pradesh,Anuppur,2025-09-30,100761371,542,117,0
Madhya Pradesh,Anuppur,2025-10-31,46503694,267,40,5
Madhya Pradesh,Ashok Nagar,2025-04-30,1420224,342,139,50
Madhya Pradesh,Ashok Nagar,2025-05-31,473331,161,40,19
Madhya Pradesh,Ashok Nagar,2025-09-30,80478484,1537,604,7
Madhya Pradesh,Ashok Nagar,2025-10-31,25563574,182,62,5
Madhya Pradesh,Ashoknagar,2025-06-30,946778,437,408,23
Madhya Pradesh,Ashoknagar,2025-07-31,1419879,1157,915,71
Madhya Pradesh,Balaghat,2025-07-31,481001,288,40,10
Madhya Pradesh,Balaghat,2025-09-30,208864634,1901,205,1
Madhya Pradesh,Balaghat,2025-10-31,76519562,486,31,0
Madhya Pradesh,Barwani,2025-04-30,451551,497,313,10
Madhya Pradesh,Barwani,2025-05-31,1806113,2114,1005,55
Madhya Pradesh,Barwani,2025-06-30,903217,1067,1106,60
Madhya Pradesh,Barwani,2025-07-31,3612980,3561,3348,310
Madhya Pradesh,Barwani,2025-09-30,95742463,2115,1441,92
Madhya Pradesh,Barwani,2025-10-31,36130217,493,193,3
Madhya Pradesh,Betul,2025-04-30,460001,193,20,10
Madhya Pradesh,Betul,2025-07-31,920331,713,212,43
Madhya Pradesh,Betul,2025-09-30,194773096,1815,413,18
Madhya Pradesh,Betul,2025-10-31,62159294,505,73,3
Madhya Pradesh,Bhind,2025-03-31,954232,54,33,22
Madhya Pradesh,Bhind,2025-04-30,1909003,732,228,91
Madhya Pradesh,Bhind,2025-05-31,1431448,670,238,48
Madhya Pradesh,Bhind,2025-06-30,1432118,507,328,50
Madhya Pradesh,Bhind,2025-07-31,5250787,2108,1743,204
Madhya Pradesh,Bhind,2025-09-30,215754966,1435,948,108
Madhya Pradesh,Bhind,2025-10-31,66346790,327,162,18
Madhya Pradesh,Bhopal,2025-04-30,924025,316,47,20
Madhya Pradesh,Bhopal,2025-06-30,924023,690,115,28
Madhya Pradesh,Bhopal,2025-07-31,462001,918,198,17
Madhya Pradesh,Bhopal,2025-09-30,277275750,3101,458,18
Madhya Pradesh,Bhopal,2025-10-31,94271010,822,88,5
Madhya Pradesh,Burhanpur,2025-04-30,1350884,547,155,100
Madhya Pradesh,Burhanpur,2025-05-31,900552,724,179,29
Madhya Pradesh,Burhanpur,2025-06-30,1350884,1142,574,61
Madhya Pradesh,Burhanpur,2025-07-31,1801329,1706,1124,146
Madhya Pradesh,Burhanpur,2025-09-30,42782875,737,370,12
Madhya Pradesh,Burhanpur,2025-10-31,17563061,241,69,5
Madhya Pradesh,Chhatarpur,2025-04-30,1885644,555,255,40
Madhya Pradesh,Chhatarpur,2025-05-31,942718,394,313,30
Madhya Pradesh,Chhatarpur,2025-06-30,1414336,272,401,41
Madhya Pradesh,Chhatarpur,2025-07-31,3300079,1628,1844,114
Madhya Pradesh,Chhatarpur,2025-09-30,222001257,2816,1375,24
Madhya Pradesh,Chhatarpur,2025-10-31,75415888,495,207,16
Madhya Pradesh,Chhindwara,2025-09-30,229978506,2443,288,14
Madhya Pradesh,Chhindwara,2025-10-31,91656622,973,61,1
Madhya Pradesh,Damoh,2025-09-30,122860600,1802,399,3
Madhya Pradesh,Damoh,2025-10-31,40953960,428,74,6
Madhya Pradesh,Datia,2025-04-30,475661,237,55,10
Madhya Pradesh,Datia,2025-07-31,475661,435,384,20
Madhya Pradesh,Datia,2025-09-30,98925596,1388,721,7
Madhya Pradesh,Datia,2025-10-31,32339422,198,91,1
Madhya Pradesh,Dewas,2025-04-30,455001,427,65,10
Madhya Pradesh,Dewas,2025-05-31,455001,518,87,17
Madhya Pradesh,Dewas,2025-07-31,455227,544,292,13
Madhya Pradesh,Dewas,2025-09-30,135662563,1737,758,11
Madhya Pradesh,Dewas,2025-10-31,52356791,484,124,1
Madhya Pradesh,Dhar,2025-04-30,1362671,396,116,107
Madhya Pradesh,Dhar,2025-06-30,908447,892,570,65
Madhya Pradesh,Dhar,2025-07-31,454446,518,380,24
Madhya Pradesh,Dhar,2025-09-30,163126705,1993,1123,12
Madhya Pradesh,Dhar,2025-10-31,56800400,597,202,114
Madhya Pradesh,Dindori,2025-09-30,85288220,762,111,0
Madhya Pradesh,Dindori,2025-10-31,26983838,207,26,0
